OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Haile,HAWTHORNE_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,SouthNewmansLake,Springtree_A,Springtree_B,Springtree_C,Thornebrooke,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,West_Outer_Gainesville,West_of_Waldo_rd,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
918,16750,5.000000000000000,1722,1.150000000000000,SUWANNEE,458600,24737,2015,100,1079.000000000000000,643.000000000000000,6.000000000000000,483.000000000000000,9,365073.000000000000000,6.474198091503579,-82.531107000000006,29.739274000000002,04072-017-006,HighSprings_B,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.005295557913737,444762.431997271371074,469499.431997271371074,10899.431997271371074,79689.431997271371074,10899.431997271371074,79689.431997271371074,1.023766750975297
919,16751,5.000000000000000,2370,1.000000000000000,SUWANNEE,533300,19379,2005,100,2370.000000000000000,0.000000000000000,91.000000000000000,0.000000000000000,19,433926.000000000000000,6.474198091503579,-82.528829999999999,29.738346000000000,04072-017-007,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.810293284228500,365965.111558220582083,385344.111558220582083,-147955.888441779417917,-67960.888441779417917,147955.888441779417917,67960.888441779417917,0.722565369507258
920,16818,6.000000000000000,2128,1.150000000000000,SUWANNEE,639600,27569,2018,100,2128.000000000000000,0.000000000000000,316.000000000000000,730.000000000000000,6,516091.000000000000000,7.769037709804295,-82.552020999999996,29.740867999999999,04075-007-000,HighSprings_B,False,False,False,0.940000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.167152830770361,522903.822723648278043,550472.822723648278043,-89127.177276351721957,6812.822723648278043,89127.177276351721957,6812.822723648278043,0.860651692813709
921,16841,3.020000000000000,1056,1.000000000000000,SUWANNEE,165400,1719,1994,100,1056.000000000000000,0.000000000000000,48.000000000000000,0.000000000000000,30,138871.000000000000000,3.910415647268162,-82.549333000000004,29.738568000000001,04076-007-001,HighSprings_B,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.057153673196410,172327.785732404969167,174046.785732404969167,8646.785732404969167,33456.785732404969167,8646.785732404969167,33456.785732404969167,1.052278027402690
924,16934,10.000000000000000,1364,1.000000000000000,SUWANNEE,407900,5735,2011,100,1364.000000000000000,0.000000000000000,670.000000000000000,0.000000000000000,13,340980.000000000000000,12.948396183007159,-82.544931000000005,29.715366000000000,04081-001-010,HighSprings_B,True,False,False,0.870000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.633759585239130,306741.172679800773039,312476.172679800773039,-95423.827320199226961,-34238.827320199226961,95423.827320199226961,34238.827320199226961,0.766060732237805
925,16944,5.770000000000000,3599,1.150000000000000,SUWANNEE,733900,7119,2005,100,1922.000000000000000,1127.000000000000000,828.000000000000000,1372.000000000000000,19,616696.000000000000000,7.471224597595130,-82.542340999999993,29.726224999999999,04082-010-002,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.374968006735212,643687.093104053405114,650806.093104053405114,-83093.906895946594886,26991.093104053405114,83093.906895946594886,26991.093104053405114,0.886777616983313
926,16946,5.770000000000000,3164,1.400000000000000,SUWANNEE,832500,8210,2006,100,4748.000000000000000,1580.000000000000000,1804.000000000000000,1116.000000000000000,18,699415.000000000000000,7.471224597595130,-82.544483000000000,29.726229000000000,04082-010-004,HighSprings_B,True,False,False,0.820000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.501048786126606,730181.772918819449842,738391.772918819449842,-94108.227081180550158,30766.772918819449842,94108.227081180550158,30766.772918819449842,0.886957084587170
927,16953,5.000000000000000,3338,1.150000000000000,SUWANNEE,810300,9586,2013,100,3338.000000000000000,0.000000000000000,1148.000000000000000,1008.000000000000000,11,679169.000000000000000,6.474198091503579,-82.540779999999998,29.724530000000001,04082-010-011,HighSprings_B,True,False,False,0.890000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.425226168527709,676864.354051792062819,686450.354051792062819,-123849.645948207937181,-2304.645948207937181,123849.645948207937181,2304.645948207937181,0.847155811491783
928,16997,5.310000000000000,1879,1.150000000000000,SUWANNEE,501500,14111,2016,100,1879.000000000000000,0.000000000000000,558.000000000000000,631.000000000000000,8,412164.000000000000000,6.875598373176801,-82.524652000000003,29.721381999999998,04084-002-029,HighSprings_B,True,False,False,0.920000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.110709719563785,494206.991510265914258,508317.991510265914258,6817.991510265914258,82042.991510265914258,6817.991510265914258,82042.991510265914258,1.013595197428247
929,17028,2.420000000000000,2072,1.150000000000000,SUWANNEE,485100,37087,2000,100,2072.000000000000000,0.000000000000000,164.000000000000000,441.000000000000000,24,375248.000000000000000,3.133511876287732,-82.531895000000006,29.725764999999999,04087-010-000,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.864214365938322,386240.057567924610339,423327.057567924610339,-61772.942432075389661,10992.057567924610339,61772.942432075389661,10992.057567924610339,0.872659364188672
930,17046,21.000000000000000,1882,1.000000000000000,SUWANNEE,757800,36131,2000,100,1882.000000000000000,0.000000000000000,746.000000000000000,598.000000000000000,24,607999.000000000000000,27.191631984315034,-82.539123000000004,29.724166000000000,04092-003-000,HighSprings_B,False,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.811919878203202,366560.872602939489298,402691.872602939489298,-355108.127397060510702,-241438.127397060510702,355108.127397060510702,241438.127397060510702,0.531395978626207
931,17084,5.350000000000000,1108,1.000000000000000,SUWANNEE,430000,2629,2016,100,2216.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8,362871.000000000000000,6.927391957908829,-82.513985000000005,29.716134000000000,04099-005-011,HighSprings_B,True,False,False,0.920000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.480773219195546,263227.305984970764257,265856.305984970764257,-164143.694015029235743,-99643.694015029235743,164143.694015029235743,99643.694015029235743,0.618270479034816
932,17085,5.360000000000000,1638,1.150000000000000,SUWANNEE,358800,12172,2018,100,1238.000000000000000,0.000000000000000,634.000000000000000,0.000000000000000,6,292808.000000000000000,6.940340354091837,-82.513992000000002,29.717185000000001,04099-005-012,HighSprings_B,True,False,False,0.940000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.917306649917954,407300.552413809229620,419472.552413809229620,60672.552413809229620,114492.552413809229620,60672.552413809229620,114492.552413809229620,1.169098529581408
933,17093,5.300000000000000,2334,1.000000000000000,SUWANNEE,465400,8220,2010,100,2026.000000000000000,0.000000000000000,492.000000000000000,528.000000000000000,14,387370.000000000000000,6.862649976993794,-82.516024999999999,29.712911999999999,04099-005-021,HighSprings_B,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.022507577155444,452483.952387145953253,460703.952387145953253,-4696.047612854046747,65113.952387145953253,4696.047612854046747,65113.952387145953253,0.989909652744190
934,17106,5.430000000000000,1300,1.000000000000000,SUWANNEE,352000,51161,2014,100,1048.000000000000000,0.000000000000000,288.000000000000000,0.000000000000000,10,248038.999999999970896,7.030979127372887,-82.520396000000005,29.715095000000002,04099-005-034,HighSprings_B,True,False,False,0.900000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.590070942429040,293628.588256790593732,344789.588256790593732,-7210.411743209406268,45589.588256790622836,7210.411743209406268,45589.588256790622836,0.979515875729519
935,17113,5.340000000000000,1532,1.000000000000000,SUWANNEE,314900,7104,2005,100,1532.000000000000000,0.000000000000000,15.000000000000000,352.000000000000000,19,260560.999999999970896,6.914443561725823,-82.520351000000005,29.708403000000001,04099-005-041,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.668686135846634,317643.872321222792380,324747.872321222792380,9847.872321222792380,57082.872321222821483,9847.872321222792380,57082.872321222821483,1.031273014675207
936,17122,10.680000000000000,3224,1.150000000000000,SUWANNEE,878100,37855,2014,100,3224.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,708529.999999999883585,13.828887123451645,-82.522487999999996,29.711735999999998,04099-005-051,HighSprings_B,True,False,False,0.900000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.282604957857554,586897.201263174414635,624752.201263174414635,-253347.798736825585365,-121632.798736825468950,253347.798736825585365,121632.798736825468950,0.711481837220333
937,17186,5.000000000000000,2370,1.400000000000000,SUWANNEE,1008000,188097,2014,100,2370.000000000000000,0.000000000000000,311.000000000000000,519.000000000000000,10,668703.000000000000000,6.474198091503579,-82.486161999999993,29.719826999999999,04111-011-010,HighSprings_B,True,False,False,0.900000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.398319933042586,658895.306105809984729,846992.306105809984729,-161007.693894190015271,-9807.693894190015271,161007.693894190015271,9807.693894190015271,0.840270144946240
938,17249,5.000000000000000,1928,1.000000000000000,SUWANNEE,430000,12482,1994,100,1928.000000000000000,0.000000000000000,124.000000000000000,621.000000000000000,30,353018.000000000000000,6.474198091503579,-82.475389000000007,29.712074999999999,04119-010-013,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.654622150995863,313207.801250520686153,325689.801250520686153,-104310.198749479313847,-39810.198749479313847,104310.198749479313847,39810.198749479313847,0.757418142443071
939,17274,5.750000000000000,2973,1.000000000000000,SUWANNEE,759200,55096,1995,100,5946.000000000000000,0.000000000000000,0.000000000000000,1590.000000000000000,29,590224.000000000000000,7.445327805229116,-82.477958999999998,29.717198000000000,04119-010-038,HighSprings_B,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.928940312755765,412066.619368241867051,467162.619368241867051,-292037.380631758132949,-178157.380631758132949,292037.380631758132949,178157.380631758132949,0.615335378514544
940,17277,5.300000000000000,2480,1.150000000000000,SUWANNEE,755000,43754,2012,100,2480.000000000000000,0.000000000000000,366.000000000000000,483.000000000000000,12,597996.000000000000000,6.862649976993794,-82.481791000000001,29.715805000000000,04119-010-041,HighSprings_B,True,False,False,0.880000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.215419690570313,548761.769276547129266,592515.769276547129266,-162484.230723452870734,-49234.230723452870734,162484.230723452870734,49234.230723452870734,0.784789098379533
941,17281,5.310000000000000,3232,1.150000000000000,SUWANNEE,953000,38864,2015,100,3232.000000000000000,0.000000000000000,510.000000000000000,726.000000000000000,9,771186.000000000000000,6.875598373176801,-82.483957000000004,29.715814999999999,04119-010-045,HighSprings_B,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.424487483290468,676364.548967884504236,715228.548967884504236,-237771.451032115495764,-94821.451032115495764,237771.451032115495764,94821.451032115495764,0.750502150018767
942,17298,5.340000000000000,2082,1.150000000000000,SUWANNEE,514000,110748,1994,100,2082.000000000000000,0.000000000000000,98.000000000000000,480.000000000000000,30,326152.000000000000000,6.914443561725823,-82.487832999999995,29.709764000000000,04119-010-063,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.832177233721431,374062.148002491041552,484810.148002491041552,-29189.851997508958448,47910.148002491041552,29189.851997508958448,47910.148002491041552,0.943210404674107
943,17309,5.310000000000000,2448,1.150000000000000,SUWANNEE,535900,14400,2000,100,2206.000000000000000,0.000000000000000,282.000000000000000,0.000000000000000,24,441115.000000000000000,6.875598373176801,-82.488294999999994,29.714908999999999,04119-010-074,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.900305488821827,400434.500910728471354,414834.500910728471354,-121065.499089271528646,-40680.499089271528646,121065.499089271528646,40680.499089271528646,0.774089384046890
944,17319,8.699999999999999,3036,1.000000000000000,SUWANNEE,411000,8893,1994,100,1686.000000000000000,720.000000000000000,330.000000000000000,0.000000000000000,30,340457.000000000000000,11.265104679216225,-82.489979000000005,29.713992000000001,04119-010-084,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.839406960661181,376776.314710920385551,385669.314710920385551,-25330.685289079614449,36319.314710920385551,25330.685289079614449,36319.314710920385551,0.938368162313675
945,17322,5.710000000000000,2180,1.000000000000000,SUWANNEE,403400,2585,1994,100,3592.000000000000000,0.000000000000000,80.000000000000000,0.000000000000000,30,340305.000000000000000,7.393534220497088,-82.491157999999999,29.709661000000001,04119-010-087,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.597830283444271,295915.814814669545740,298500.814814669545740,-104899.185185330454260,-44389.185185330454260,104899.185185330454260,44389.185185330454260,0.739962357002156
946,17333,5.000000000000000,2385,1.150000000000000,SUWANNEE,603500,40739,1996,100,2384.500000000000000,0.000000000000000,481.500000000000000,789.000000000000000,28,472236.000000000058208,6.474198091503579,-82.494816999999998,29.709379999999999,04119-012-003,HighSprings_B,True,False,False,0.720000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.962779910820267,426249.404631637560669,466988.404631637560669,-136511.595368362439331,-45986.595368362497538,136511.595368362439331,45986.595368362497538,0.773800173374710
947,17355,5.000000000000000,1353,1.000000000000000,SUWANNEE,346500,1000,2008,100,1353.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16,293525.000000000000000,6.474198091503579,-82.485178000000005,29.707965000000002,04120-010-003,HighSprings_B,False,False,False,0.840000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.434857694155340,251414.360131002322305,252414.360131002322305,-94085.639868997677695,-42110.639868997677695,94085.639868997677695,42110.639868997677695,0.728468571806644
948,17384,1.990000000000000,4433,1.150000000000000,SUWANNEE,788800,21162,1995,100,2627.000000000000000,1806.000000000000000,744.000000000000000,864.000000000000000,29,649318.000000000000000,2.576730840418424,-82.500961000000004,29.710384000000001,04124-010-007,HighSprings_B,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.247475526597970,566637.770939217181876,587799.770939217181876,-201000.229060782818124,-82680.229060782818124,201000.229060782818124,82680.229060782818124,0.745182265389474
949,17414,2.020000000000000,960,1.000000000000000,SUWANNEE,116800,31047,1994,100,960.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,30,68233.000000000000000,2.615576028967446,-82.503181999999995,29.708307999999999,04128-006-000,HighSprings_B,False,False,True,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.973400017076843,158482.588903580675833,189529.588903580675833,72729.588903580675833,90249.588903580675833,72729.588903580675833,90249.588903580675833,1.622684836503259
950,17511,5.500000000000000,1802,1.000000000000000,SUWANNEE,451100,16473,2008,100,1802.000000000000000,0.000000000000000,184.000000000000000,622.000000000000000,16,366962.000000000000000,7.121617900653937,-82.526095999999995,29.702268000000000,04138-002-002,HighSprings_B,True,False,False,0.840000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.839885933344966,376956.823499502730556,393429.823499502730556,-57670.176500497269444,9994.823499502730556,57670.176500497269444,9994.823499502730556,0.872156558411666
951,17512,5.500000000000000,1520,1.000000000000000,SUWANNEE,351900,1686,1994,100,1520.000000000000000,0.000000000000000,10.000000000000000,338.000000000000000,30,297429.000000000000000,7.121617900653937,-82.526086000000006,29.700278999999998,04138-002-003,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.490607540003740,265828.738452042569406,267514.738452042569406,-84385.261547957430594,-31600.261547957430594,84385.261547957430594,31600.261547957430594,0.760201018619047
952,17522,2.060000000000000,1672,1.000000000000000,SUWANNEE,337900,1101,2011,100,1672.000000000000000,0.000000000000000,576.000000000000000,0.000000000000000,13,286114.000000000000000,2.667369613699475,-82.525318999999996,29.698374000000001,04138-020-001,HighSprings_B,True,False,False,0.870000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.627017443669278,304680.036312542506494,305781.036312542506494,-32118.963687457493506,18566.036312542506494,32118.963687457493506,18566.036312542506494,0.904945357539339
953,17531,7.340000000000000,1861,1.000000000000000,SUWANNEE,524600,10167,2003,100,1861.000000000000000,0.000000000000000,125.000000000000000,528.000000000000000,21,435743.000000000000000,9.504122798327254,-82.538628000000003,29.710256000000001,04139-006-000,HighSprings_B,False,False,False,0.790000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.751364804675953,345022.463219814584590,355189.463219814584590,-169410.536780185415410,-90720.536780185415410,169410.536780185415410,90720.536780185415410,0.677067219252411
955,17672,5.100000000000000,1735,1.000000000000000,SUWANNEE,433500,18476,2002,100,1735.000000000000000,0.000000000000000,70.000000000000000,399.000000000000000,22,349999.000000000000000,6.603682053333650,-82.524389999999997,29.691901999999999,04156-010-000,HighSprings_B,False,False,False,0.780000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.655137616124655,313369.290567611169536,331845.290567611169536,-101654.709432388830464,-36629.709432388830464,101654.709432388830464,36629.709432388830464,0.765502400386646
956,17692,7.000000000000000,1741,1.000000000000000,SUWANNEE,482000,42440,2007,100,1741.000000000000000,0.000000000000000,66.000000000000000,441.000000000000000,17,367260.000000000000000,9.063877328105011,-82.532426000000001,29.695817999999999,04158-005-000,HighSprings_B,False,False,False,0.830000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.757862263119121,347271.531036485801451,389711.531036485801451,-92288.468963514198549,-19988.468963514198549,92288.468963514198549,19988.468963514198549,0.808530147378601
957,17796,8.289999999999999,2878,1.150000000000000,SUWANNEE,829400,64103,2013,100,2388.000000000000000,490.000000000000000,603.000000000000000,628.000000000000000,11,640887.000000000000000,10.734220435712933,-82.519923000000006,29.689277000000001,04163-001-013,HighSprings_B,True,False,False,0.890000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.362850039312482,635933.984712133766152,700036.984712133766152,-129363.015287866233848,-4953.015287866233848,129363.015287866233848,4953.015287866233848,0.844028194733704
958,17806,5.010000000000000,621,1.000000000000000,SUWANNEE,233300,2132,2005,100,621.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19,196173.000000000000000,6.487146487686585,-82.520816999999994,29.693009000000000,04165-005-000,HighSprings_B,False,False,True,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.926446107215753,151213.210087651183130,153345.210087651183130,-79954.789912348816870,-44959.789912348816870,79954.789912348816870,44959.789912348816870,0.657287655755042
965,18010,2.540000000000000,3510,1.150000000000000,SUWANNEE,1089000,30795,2020,100,7020.000000000000000,0.000000000000000,6264.000000000000000,2700.000000000000000,4,894855.000000000000000,3.288892630483819,-82.481938000000000,29.701460999999998,04190-006-000,HighSprings_B,False,False,False,0.960000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.470198714433064,707999.533964255824685,738794.533964255824685,-350205.466035744175315,-186855.466035744175315,350205.466035744175315,186855.466035744175315,0.678415550013091
966,18045,5.000000000000000,1894,1.000000000000000,SUWANNEE,391400,10436,2001,100,1818.000000000000000,0.000000000000000,76.000000000000000,716.000000000000000,23,322254.000000000000000,6.474198091503579,-82.471663000000007,29.693770000000001,04198-003-000,HighSprings_B,False,False,False,0.770000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.703802721463369,328996.608591997646727,339432.608591997646727,-51967.391408002353273,6742.608591997646727,51967.391408002353273,6742.608591997646727,0.867226899826259
1025,18493,5.930000000000000,966,1.000000000000000,SUWANNEE,395300,18560,1994,100,966.000000000000000,0.000000000000000,249.000000000000000,0.000000000000000,30,317445.000000000000000,7.678398936523244,-82.476733999999993,29.688022000000000,04213-002-002,HighSprings_B,False,False,True,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.069398999922551,174450.968777206231607,193010.968777206231607,-202289.031222793768393,-142994.031222793768393,202289.031222793768393,142994.031222793768393,0.488264530172543
1102,19050,8.670000000000000,2492,1.000000000000000,SUWANNEE,538400,12856,2010,100,2292.000000000000000,0.000000000000000,336.000000000000000,0.000000000000000,14,444784.000000000000000,11.226259490667207,-82.521677999999994,29.676231000000001,04237-012-000,HighSprings_B,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.964260725669394,426881.068652752263006,439737.068652752263006,-98662.931347247736994,-17902.931347247736994,98662.931347247736994,17902.931347247736994,0.816747898686390
1103,19098,14.000000000000000,1664,1.000000000000000,SUWANNEE,494000,21789,1994,100,1664.000000000000000,0.000000000000000,132.000000000000000,320.000000000000000,30,398111.000000000000000,18.127754656210023,-82.530035999999996,29.676762000000000,04250-003-001,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.635865378230161,307387.786669951339718,329176.786669951339718,-164823.213330048660282,-90723.213330048660282,164823.213330048660282,90723.213330048660282,0.666349770586946
