OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer_1,Buck_Bay,CarolEstates,Duck_Pond,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Ironwood,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,Springtree_A,Springtree_B,SummerCreek,TC_Forest,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,WildsPlantation,swNewberry_A,swNewberry_B,built_before_1984,built_pre_1970_with_effective_le_1994,era_1900s,era_1910s,era_1920s,era_1930s,era_1940s,era_1950s,era_1960s,era_1970s,era_1980s,era_1990s,era_2000s,era_2010s,era_2020s,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
4214,106712,0.150000000000000,1856,1.000000000000000,GAINESVILLE,401800,2017,100,1856.000000000000000,2017,2024,0,0.000000000000000,294.000000000000000,480.000000000000000,6,0,0,2.000000000000000,1581,339949.000000000000000,0.181515693187433,-82.401662999999999,29.730927000000001,06009-040-133,HighSprings_B,True,False,False,0.940000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.662175475710210,315582.518692074227147,317163.518692074227147,-84636.481307925772853,-24366.481307925772853,84636.481307925772853,24366.481307925772853,0.789356691617905
4232,31462,0.210000000000000,1895,1.000000000000000,GAINESVILLE,366200,2011,100,1895.000000000000000,2011,2023,0,0.000000000000000,340.000000000000000,380.000000000000000,11,0,0,2.000000000000000,1016,310254.000000000000000,0.254121970462406,-82.400820999999993,29.728622999999999,06009-010-168,HighSprings_B,True,False,False,0.890000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.657137150543811,313996.510114567936398,315012.510114567936398,-51187.489885432063602,3742.510114567936398,51187.489885432063602,3742.510114567936398,0.860219852852452
4242,30825,0.390000000000000,2982,1.150000000000000,GAINESVILLE,512400,1998,100,2982.000000000000000,1998,2023,0,0.000000000000000,270.000000000000000,528.000000000000000,24,0,0,3.000000000000000,4217,431323.000000000000000,0.471940802287325,-82.402044000000004,29.727384000000001,06006-040-039,HighSprings_B,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.985573970100562,436076.938015025341883,440293.938015025341883,-72106.061984974658117,4753.938015025341883,72106.061984974658117,4753.938015025341883,0.859277786914569
4285,30799,0.540000000000000,2042,1.150000000000000,GAINESVILLE,428600,2005,100,2042.000000000000000,1998,2022,0,0.000000000000000,328.000000000000000,524.000000000000000,16,0,0,2.000000000000000,2440,361870.000000000000000,0.653456495474757,-82.402635000000004,29.727055000000000,06006-040-013,HighSprings_B,True,False,False,0.840000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.838222534526500,376330.315175740281120,378770.315175740281120,-49829.684824259718880,14460.315175740281120,49829.684824259718880,14460.315175740281120,0.883738486177649
4299,31474,0.110000000000000,1697,1.000000000000000,GAINESVILLE,357800,2009,100,1697.000000000000000,2009,2023,0,0.000000000000000,253.000000000000000,496.000000000000000,13,0,0,2.000000000000000,1012,303118.000000000000000,0.133111508337451,-82.398173999999997,29.728421999999998,06009-010-180,HighSprings_B,True,False,False,0.870000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.529230500651405,276296.681585061072838,277308.681585061072838,-80491.318414938927162,-26821.318414938927162,80491.318414938927162,26821.318414938927162,0.775038238080104
4307,31321,0.160000000000000,2037,1.000000000000000,GAINESVILLE,425300,2014,100,2037.000000000000000,2014,2023,0,0.000000000000000,244.000000000000000,400.000000000000000,8,0,0,2.000000000000000,1148,360357.000000000000000,0.193616739399928,-82.395825000000002,29.728850999999999,06009-010-027,HighSprings_B,True,False,False,0.920000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.699551014197464,327600.780749179131817,328748.780749179131817,-96551.219250820868183,-32756.219250820868183,96551.219250820868183,32756.219250820868183,0.772980909356170
4317,106596,0.150000000000000,1725,1.000000000000000,GAINESVILLE,354600,2018,100,1725.000000000000000,2018,2024,0,0.000000000000000,172.000000000000000,418.000000000000000,5,0,0,2.000000000000000,465,300945.000000000000000,0.181515693187433,-82.397407000000001,29.731576000000000,06009-040-017,HighSprings_B,True,False,False,0.950000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.624323123379254,303860.235607512877323,304325.235607512877323,-50274.764392487122677,2915.235607512877323,50274.764392487122677,2915.235607512877323,0.858221194606635
4327,30895,0.060000000000000,1380,1.000000000000000,GAINESVILLE,245800,1999,100,1379.500000000000000,1999,2023,0,0.000000000000000,204.500000000000000,412.000000000000000,23,0,0,2.000000000000000,224,208706.000000000000000,0.072606277274973,-82.393921000000006,29.725145000000001,06006-063-064,HighSprings_B,True,False,False,0.770000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.270086030564112,213221.333707988931565,213445.333707988931565,-32354.666292011068435,4515.333707988931565,32354.666292011068435,4515.333707988931565,0.868369949991818
4358,31062,0.060000000000000,1327,1.000000000000000,GAINESVILLE,228000,2005,100,1326.500000000000000,2005,2022,0,0.000000000000000,13.500000000000000,434.000000000000000,16,0,0,2.000000000000000,200,193600.000000000000000,0.072606277274973,-82.393598999999995,29.727620000000002,06006-068-186,HighSprings_B,True,False,False,0.840000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.300197029817085,219739.279597261513118,219939.279597261513118,-8060.720402738486882,26139.279597261513118,8060.720402738486882,26139.279597261513118,0.964645963145884
4383,31076,0.060000000000000,1380,1.000000000000000,GAINESVILLE,235500,2005,100,1379.500000000000000,2005,2023,0,0.000000000000000,204.500000000000000,412.000000000000000,17,0,0,2.000000000000000,200,199975.000000000000000,0.072606277274973,-82.394701999999995,29.727730000000001,06006-068-200,HighSprings_B,True,False,False,0.830000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.326124477475339,225511.058689785189927,225711.058689785189927,-9788.941310214810073,25536.058689785189927,9788.941310214810073,25536.058689785189927,0.958433370232634
4418,30739,0.430000000000000,2383,1.150000000000000,GAINESVILLE,489200,2003,100,2173.000000000000000,1993,2022,0,0.000000000000000,313.000000000000000,483.000000000000000,18,0,0,2.000000000000000,2019,413801.000000000000000,0.520344987137307,-82.396915000000007,29.723960000000002,06006-030-017,HighSprings_B,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.886793687561450,395060.298854888067581,397079.298854888067581,-92120.701145111932419,-18740.701145111932419,92120.701145111932419,18740.701145111932419,0.811691126032069
4463,31447,0.260000000000000,2016,1.000000000000000,GAINESVILLE,400800,2008,100,2016.000000000000000,2008,2022,0,0.000000000000000,256.000000000000000,483.000000000000000,13,0,0,2.000000000000000,854,339826.000000000000000,0.314627201524883,-82.403685999999993,29.728942000000000,06009-010-153,HighSprings_B,True,False,False,0.870000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.693994283644702,325785.439832907693926,326639.439832907693926,-74160.560167092306074,-14040.560167092306074,74160.560167092306074,14040.560167092306074,0.814968662257754
4487,30929,0.060000000000000,1545,1.000000000000000,GAINESVILLE,258800,2001,100,1379.500000000000000,2001,2022,0,0.000000000000000,204.500000000000000,412.000000000000000,20,0,0,2.000000000000000,300,219679.999999999970896,0.072606277274973,-82.394869000000000,29.726106999999999,06006-065-096,HighSprings_B,True,False,False,0.800000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.361728612959713,233684.831593814276857,233984.831593814276857,-24815.168406185723143,14004.831593814305961,24815.168406185723143,14004.831593814305961,0.904114496112111
4645,30930,0.060000000000000,1380,1.000000000000000,GAINESVILLE,269000,2001,100,1379.500000000000000,2001,2024,0,0.000000000000000,39.500000000000000,412.000000000000000,22,0,0,2.000000000000000,300,228349.999999999970896,0.072606277274973,-82.394743000000005,29.726106999999999,06006-065-097,HighSprings_B,True,False,False,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.271282794459754,213476.662055350752780,213776.662055350752780,-55223.337944649247220,-14873.337944649218116,55223.337944649247220,14873.337944649218116,0.794708780874910
4666,31415,0.150000000000000,1565,1.000000000000000,GAINESVILLE,297300,2010,100,1565.000000000000000,2010,2023,0,0.000000000000000,121.000000000000000,400.000000000000000,12,0,0,2.000000000000000,958,251747.000000000000000,0.181515693187433,-82.401167000000001,29.728788000000002,06009-010-121,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.510298399228958,271115.009525998670142,272073.009525998670142,-25226.990474001329858,19368.009525998670142,25226.990474001329858,19368.009525998670142,0.915146348893369
4671,30764,0.310000000000000,2481,1.150000000000000,GAINESVILLE,495100,2002,100,2481.000000000000000,2002,2022,0,0.000000000000000,319.000000000000000,484.000000000000000,19,0,0,2.500000000000000,2353,418482.000000000000000,0.375132432587361,-82.397194999999996,29.726659999999999,06006-032-040,HighSprings_B,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.892823263621349,397449.540794520056807,399802.540794520056807,-95297.459205479943193,-21032.459205479943193,95297.459205479943193,21032.459205479943193,0.807518765490850
4681,30910,0.060000000000000,1380,1.000000000000000,GAINESVILLE,278200,2004,100,1379.500000000000000,2000,2024,0,0.000000000000000,204.500000000000000,412.000000000000000,19,0,0,2.000000000000000,208,236261.999999999970896,0.072606277274973,-82.394047000000000,29.725448000000000,06006-064-078,HighSprings_B,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.307908234871160,221440.284209502424346,221648.284209502424346,-56551.715790497575654,-14821.715790497546550,56551.715790497575654,14821.715790497546550,0.796722804491382
4721,30758,0.630000000000000,2279,1.150000000000000,GAINESVILLE,426100,1994,100,2279.000000000000000,1994,2022,0,0.000000000000000,392.000000000000000,508.000000000000000,27,0,0,2.500000000000000,5049,357136.000000000000000,0.762365911387217,-82.396257000000006,29.725363000000002,06006-031-035,HighSprings_B,True,False,False,0.730000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.826288705268954,371865.944949132739566,376914.944949132739566,-49185.055050867260434,14729.944949132739566,49185.055050867260434,14729.944949132739566,0.884569220720800
4726,31355,0.130000000000000,1535,1.000000000000000,GAINESVILLE,325400,2013,100,1535.000000000000000,2013,2022,0,0.000000000000000,143.000000000000000,456.000000000000000,8,0,0,2.000000000000000,1148,275442.000000000000000,0.157313600762442,-82.398264999999995,29.729482000000001,06009-010-061,HighSprings_B,True,False,False,0.920000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.524065717878454,274873.348012094211299,276021.348012094211299,-49378.651987905788701,-568.651987905788701,49378.651987905788701,568.651987905788701,0.848252452403486
4745,31566,0.280000000000000,2249,1.150000000000000,GAINESVILLE,428800,2012,100,2249.000000000000000,2012,2022,0,0.000000000000000,351.000000000000000,528.000000000000000,9,0,0,2.000000000000000,1500,362980.000000000000000,0.338829293949874,-82.391351999999998,29.726894999999999,06009-030-036,HighSprings_B,True,False,False,0.910000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.899828253753739,400243.445117310096975,401743.445117310096975,-27056.554882689903025,37263.445117310096975,27056.554882689903025,37263.445117310096975,0.936901691038503
4746,30984,0.060000000000000,1352,1.000000000000000,GAINESVILLE,260200,2003,100,1351.500000000000000,2003,2023,0,0.000000000000000,28.500000000000000,456.000000000000000,19,0,0,1.500000000000000,208,220962.000000000000000,0.072606277274973,-82.393929000000000,29.727125000000001,06006-066-150,HighSprings_B,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.269156449385143,213023.219265214167535,213231.219265214167535,-46968.780734785832465,-7938.780734785832465,46968.780734785832465,7938.780734785832465,0.819489697406665
4782,31567,0.280000000000000,2352,1.150000000000000,GAINESVILLE,465600,2010,100,2351.500000000000000,2010,2024,0,0.000000000000000,300.500000000000000,495.000000000000000,13,0,0,2.500000000000000,4964,390796.000000000000000,0.338829293949874,-82.391352999999995,29.727188000000002,06009-030-037,HighSprings_B,True,False,False,0.870000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.908240723100842,403624.683170751784928,408588.683170751784928,-57011.316829248215072,12828.683170751784928,57011.316829248215072,12828.683170751784928,0.877553013682886
4881,31378,0.130000000000000,1645,1.000000000000000,GAINESVILLE,276900,2007,100,1645.000000000000000,2007,2024,0,0.000000000000000,43.000000000000000,400.000000000000000,16,0,0,2.000000000000000,898,234467.000000000000000,0.157313600762442,-82.399118000000001,29.728795999999999,06009-010-084,HighSprings_B,True,False,False,0.840000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.486652389328658,264779.422207513824105,265677.422207513824105,-11222.577792486175895,30312.422207513824105,11222.577792486175895,30312.422207513824105,0.959470647192177
4905,30942,0.060000000000000,1207,1.000000000000000,GAINESVILLE,240100,2001,100,1206.500000000000000,2001,2024,0,0.000000000000000,133.500000000000000,434.000000000000000,22,0,0,2.000000000000000,224,203861.000000000000000,0.072606277274973,-82.393185000000003,29.726521000000002,06006-065-109,HighSprings_B,True,False,False,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.203472292035780,199480.604899226018460,199704.604899226018460,-40395.395100773981540,-4380.395100773981540,40395.395100773981540,4380.395100773981540,0.831755955432012
4944,30812,0.460000000000000,2915,1.150000000000000,GAINESVILLE,571300,2001,100,2914.500000000000000,2000,2024,0,0.000000000000000,50.000000000000000,441.000000000000000,22,0,0,2.000000000000000,27560,458045.000000000000000,0.556648125774793,-82.399600000000007,29.725588999999999,06006-040-026,HighSprings_B,True,False,False,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.956605109843357,423625.508745973231271,451185.508745973231271,-120114.491254026768729,-34419.491254026768729,120114.491254026768729,34419.491254026768729,0.789752334580734
4959,31100,0.060000000000000,1207,1.000000000000000,GAINESVILLE,239700,2005,100,1206.500000000000000,1998,2024,0,0.000000000000000,133.500000000000000,434.000000000000000,18,0,0,2.000000000000000,231,203514.000000000000000,0.072606277274973,-82.394673999999995,29.724128000000000,06006-621-012,HighSprings_B,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.240821520443282,207071.934272518497892,207302.934272518497892,-32397.065727481502108,3557.934272518497892,32397.065727481502108,3557.934272518497892,0.864843280235788
4985,31433,0.150000000000000,2420,1.000000000000000,GAINESVILLE,452000,2008,100,1947.000000000000000,2008,2023,0,473.000000000000000,246.000000000000000,506.000000000000000,14,0,0,2.500000000000000,810,383390.000000000000000,0.181515693187433,-82.402012999999997,29.728791000000001,06009-010-139,HighSprings_B,True,False,False,0.860000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.762608877473793,348923.813341920555104,349733.813341920555104,-102266.186658079444896,-34466.186658079444896,102266.186658079444896,34466.186658079444896,0.773747374650267
4990,31356,0.130000000000000,1720,1.000000000000000,GAINESVILLE,357000,2013,100,830.000000000000000,2013,2024,0,890.000000000000000,200.000000000000000,420.000000000000000,10,0,0,2.500000000000000,1050,302400.000000000000000,0.157313600762442,-82.398264999999995,29.729344999999999,06009-010-062,HighSprings_B,True,False,False,0.900000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.590462188300933,293743.491706100001466,294793.491706100001466,-62206.508293899998534,-8656.508293899998534,62206.508293899998534,8656.508293899998534,0.825752077608123
4993,31349,0.130000000000000,2145,1.000000000000000,GAINESVILLE,419400,2014,100,1613.000000000000000,2014,2022,0,532.000000000000000,21.000000000000000,483.000000000000000,7,0,0,2.500000000000000,1454,355036.000000000000000,0.157313600762442,-82.397760000000005,29.729617999999999,06009-010-055,HighSprings_B,True,False,False,0.930000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.728930691907385,337368.367808130162302,338822.367808130162302,-80577.632191869837698,-17667.632191869837698,80577.632191869837698,17667.632191869837698,0.807874029108560
5082,30954,0.060000000000000,1545,1.000000000000000,GAINESVILLE,247200,2002,100,1379.500000000000000,2002,2022,0,0.000000000000000,204.500000000000000,412.000000000000000,19,0,0,2.000000000000000,208,209912.000000000000000,0.072606277274973,-82.394997000000004,29.726465000000001,06006-065-121,HighSprings_B,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.371006110159126,235862.929992625664454,236070.929992625664454,-11129.070007374335546,25950.929992625664454,11129.070007374335546,25950.929992625664454,0.954979490261431
5126,31539,0.260000000000000,2056,1.150000000000000,GAINESVILLE,433100,2012,100,2055.500000000000000,2012,2022,0,0.000000000000000,276.500000000000000,462.000000000000000,9,0,0,3.000000000000000,1366,366769.000000000000000,0.314627201524883,-82.392756000000006,29.727364000000001,06009-030-009,HighSprings_B,True,False,False,0.910000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.878005627485770,391603.695878434460610,392969.695878434460610,-40130.304121565539390,24834.695878434460610,40130.304121565539390,24834.695878434460610,0.907341712949514
5138,30877,0.060000000000000,1380,1.000000000000000,GAINESVILLE,238800,2003,100,1379.500000000000000,1999,2022,0,0.000000000000000,204.500000000000000,412.000000000000000,18,0,0,2.000000000000000,224,202756.000000000000000,0.072606277274973,-82.394739999999999,29.724788000000000,06006-063-046,HighSprings_B,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.317071894874951,223478.813615290157031,223702.813615290157031,-15097.186384709842969,20722.813615290157031,15097.186384709842969,20722.813615290157031,0.936778951487815
5141,30832,0.420000000000000,2151,1.150000000000000,GAINESVILLE,432500,1996,100,2151.000000000000000,1996,2022,0,0.000000000000000,566.500000000000000,490.000000000000000,25,0,0,2.000000000000000,1879,365746.000000000000000,0.508243940924811,-82.399815000000004,29.726901000000002,06006-040-046,HighSprings_B,True,False,False,0.750000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.764337855122394,349527.616647046816070,351406.616647046816070,-81093.383352953183930,-16218.383352953183930,81093.383352953183930,16218.383352953183930,0.812500847738837
5189,31368,0.130000000000000,1922,1.000000000000000,GAINESVILLE,348300,2012,100,1922.000000000000000,2012,2022,0,0.000000000000000,208.000000000000000,380.000000000000000,9,0,0,2.000000000000000,1167,294888.000000000000000,0.157313600762442,-82.398610000000005,29.729758000000000,06009-010-074,HighSprings_B,True,False,False,0.910000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.640698770113566,308877.108642045233864,310044.108642045233864,-38255.891357954766136,13989.108642045233864,38255.891357954766136,13989.108642045233864,0.890163963945005
5473,30897,0.060000000000000,1545,1.000000000000000,GAINESVILLE,267300,1999,100,1544.500000000000000,1999,2024,0,0.000000000000000,39.500000000000000,412.000000000000000,24,0,0,2.000000000000000,224,226981.000000000000000,0.072606277274973,-82.394362000000001,29.725145000000001,06006-063-066,HighSprings_B,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.314981425279797,223012.125918441044632,223236.125918441044632,-44063.874081558955368,-3968.874081558955368,44063.874081558955368,3968.874081558955368,0.835151986226865
5474,30981,0.060000000000000,1545,1.000000000000000,GAINESVILLE,263800,2002,100,1544.500000000000000,2002,2024,0,0.000000000000000,39.500000000000000,412.000000000000000,21,0,0,2.000000000000000,688,223541.999999999970896,0.072606277274973,-82.393551000000002,29.727125000000001,06006-066-147,HighSprings_B,True,False,False,0.790000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.343894542616273,229554.222137954144273,230242.222137954144273,-33557.777862045855727,6012.222137954173377,33557.777862045855727,6012.222137954173377,0.872790834488075
