#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Heated Area,Tax ID,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP,List Office,List Agent,List Agent ID,Selling Office ID,LSC List Side,List Office Primary Board ID,cleaning
1,GC508168,SLD,4111 NW 46TH AVE,GAINESVILLE,32606,NORTHWOOD WEST,"1,764",06071-010-069,"$342,500",3,2,0,1972.0,,Single Family Residence,Fee Simple,"$2,457.00",56,56,68,FHA,12/06/2022,$201.19,$194.16,0.97,"COLDWELL BANKER M.M. PARRISH, REALTORS",Tony Espetia,259505201,259500035,Gainesville-Alachua,Gainesville-Alachua,True
1,GC506900,SLD,14568 NW 21ST PL,NEWBERRY,32669,BELMONT CLUSTER PH 1,"1,600",04227-010-020,"$342,500",3,2,0,2005.0,,Single Family Residence,Fee Simple,"$3,935.00",15,15,24,Cash,09/20/2022,$218.44,$214.06,0.98,DALTON WADE INC,Rami Salem,259506079,259500046,Gainesville-Alachua,Pinellas Suncoast,True
1,GC504405,SLD,12450 NW 159TH WAY,ALACHUA,32615,SAVANNAH STATION,"1,900",03980-022-151,"$342,500",4,2,0,2022.0,,Single Family Residence,Fee Simple,$0.00,1,1,5,Conventional,04/30/2022,$180.26,$180.26,1.0,"COLDWELL BANKER M.M. PARRISH, REALTORS",Carly Waters,259505862,259505695,Gainesville-Alachua,Gainesville-Alachua,True
1,GC506254,SLD,5908 SW 83RD TER,GAINESVILLE,32608,CHESTNUT VILLAGE PH II PB 35 PG 74,"1,615",07051-020-058,"$343,000",3,2,0,2020.0,,Single Family Residence,Fee Simple,"$4,315.58",74,74,75,Cash,10/19/2022,$226.01,$212.38,0.94,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Paul Curlings,259505857,259500004,Gainesville-Alachua,Gainesville-Alachua,True
1,GC501527,SLD,9566 SW 67TH LN,GAINESVILLE,32608,LUGANO,"1,611",07071-010-103,"$343,209",3,2,0,2021.0,,Single Family Residence,Fee Simple,"$1,200.00",0,0,0,Cash,04/19/2022,$213.04,$213.04,1.0,EMMER DEVELOPMENT CORP,Lori Cain,259500890,259505695,Gainesville-Alachua,Gainesville-Alachua,True
1,T3357206,SLD,2277 NW 247TH DR,NEWBERRY,32669,AVALON WOODS,"1,744",01874-100-068,"$343,990",4,2,0,2022.0,,Single Family Residence,Fee Simple,$0.00,24,24,24,FHA,06/30/2022,$197.24,$197.24,1.0,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,55055,Tampa,Tampa,True
1,GC507920,SLD,934 NW 251ST DR,NEWBERRY,32669,NEWBERRY CORNERS PH 1B,"2,000",01894-020-046,"$344,000",3,2,0,2018.0,,Single Family Residence,Fee Simple,"$3,968.56",24,24,24,VA,10/24/2022,$169.57,$172,1.01,"CAMPUS TO COAST REALTY, INC",Megan Ryals,259505357,259500046,Gainesville-Alachua,Gainesville-Alachua,True
1,GC507615,SLD,14630 NW 22ND PL,NEWBERRY,32669,BELMONT CLUSTER PH 1,"1,521",04227-010-076,"$344,000",3,2,0,2005.0,Community,Single Family Residence,Fee Simple,"$3,010.00",4,4,4,Conventional,09/22/2022,$229.45,$226.17,0.99,"COLDWELL BANKER M.M. PARRISH, REALTORS",Lynne Saunders,259505115,259500037,Gainesville-Alachua,Gainesville-Alachua,True
1,O6040972,SLD,24774 NW 23RD LN,NEWBERRY,32669,AVALON WOODS,"1,988",01874-100-012,"$344,900",3,2,0,2022.0,,Single Family Residence,Fee Simple,$500.00,105,105,105,Conventional,11/16/2022,$181.04,$173.49,0.96,ADNORAM REALTY,Jay Garick,261017253,259500060,Orlando Regional,Orlando Regional,True
1,GC504986,SLD,11129 SW 89TH PL,GAINESVILLE,32608,SUNNY ACRES,"1,574",04622-004-008,"$344,900",3,2,0,1979.0,,Single Family Residence,Fee Simple,"$4,041.42",7,7,10,Conventional,06/16/2022,$222.30,$219.12,0.99,BOSSHARDT REALTY SERVICES LLC,Perry McDonald,259503206,259506708,Gainesville-Alachua,Gainesville-Alachua,True
1,T3361071,SLD,2122 NW 246TH TER,NEWBERRY,32669,AVALON WOODS,"1,744",01874-100-084,"$344,990",4,2,0,2022.0,,Single Family Residence,Fee Simple,$0.00,4,4,4,Conventional,07/21/2022,$197.82,$197.82,1.0,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,55055,Tampa,Tampa,True
1,GC508951,SLD,5145 NW 81ST AVE,GAINESVILLE,32653,WESCHESTER CLUSTER PH 1,"1,697",06009-010-180,"$345,000",3,2,0,2009.0,Community,Single Family Residence,Fee Simple,"$3,555.01",11,11,11,Conventional,12/05/2022,$206.19,$203.3,0.99,"COLDWELL BANKER M.M. PARRISH, REALTORS",Joanne Lawlor,259500387,259500054,Gainesville-Alachua,Gainesville-Alachua,True
1,GC507604,SLD,2711 NW 2ND AVE,GAINESVILLE,32607,HIBISCUS PARK,"1,102",06457-006-000,"$345,000",2,1,1,1950.0,,Single Family Residence,Fee Simple,"$3,872.52",7,7,7,Cash,09/27/2022,$317.51,$313.07,0.99,BOSSHARDT REALTY SERVICES LLC,Eddie Bell,259500239,285512844,Gainesville-Alachua,Gainesville-Alachua,True
1,GC507038,SLD,9115 NW 27TH PL,GAINESVILLE,32606,HAUFLER BROS ESTATE,"1,437",06235-030-000,"$345,000",3,2,0,1978.0,,Single Family Residence,Fee Simple,"$2,056.58",24,24,39,Conventional,09/27/2022,$237.10,$240.08,1.01,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Craig Wilburn,259503108,259505361,Gainesville-Alachua,Gainesville-Alachua,True
1,FC280642,SLD,2800 32ND ST,GAINESVILLE,32605,OUT OF COUNTY,"2,010",06095-020-010,"$345,000",4,2,1,1974.0,,Single Family Residence,,,2,2,2,Conventional,08/17/2022,$178.86,$171.64,0.96,RE/MAX SELECT PROFESSIONALS,STEVEN CHESNUT,256500523,259505670,Flagler,Flagler,True
1,GC506324,SLD,6735 NW 37TH DR,GAINESVILLE,32653,MILE RUN PH II UNIT H-1,"2,418",06017-035-009,"$345,000",3,2,0,1994.0,,Single Family Residence,Fee Simple,"$3,416.61",53,53,53,Conventional,09/27/2022,$152.61,$142.68,0.93,TRAVIS WHITE REALTY,Travis White,425000465,259500023,Gainesville-Alachua,Gainesville-Alachua,True
1,GC505499,SLD,11225 NW 32ND AVE,GAINESVILLE,32606,WELLINGTON PLACE UNIT 3 PHASE 2,"1,867",04211-332-126,"$345,000",3,2,0,2002.0,,Single Family Residence,Fee Simple,"$2,984.00",7,7,21,Conventional,07/15/2022,$179.43,$184.79,1.03,BHGRE THOMAS GROUP,Chad Austin,259505618,259504874,Gainesville-Alachua,Gainesville-Alachua,True
1,GC505112,SLD,10513 NW 32ND PL,GAINESVILLE,32606,MEADOWBROOK,"1,637",06234-010-036,"$345,000",3,2,0,1997.0,Community,Single Family Residence,Fee Simple,"$4,640.00",5,5,6,Cash,05/31/2022,$201.59,$210.75,1.05,"COLDWELL BANKER M.M. PARRISH, REALTORS",Shawn Spence-Thomas,259503293,259506003,Gainesville-Alachua,Gainesville-Alachua,True
1,GC505020,SLD,5006 NW 22ND ST,GAINESVILLE,32605,SORRENTO,"1,487",07891-030-260,"$345,000",3,2,0,2006.0,Community,Single Family Residence,Fee Simple,"$2,973.00",4,4,65,Cash,07/07/2022,$211.64,$232.01,1.1,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Craig Wilburn,259503108,259500046,Gainesville-Alachua,Gainesville-Alachua,True
1,T3371155,SLD,16737 NW 166TH DR,ALACHUA,32615,HERITAGE OAKS PH II,"1,584",03053-020-055,"$345,000",4,2,0,2018.0,,Single Family Residence,Fee Simple,"$4,278.86",6,6,6,Conventional,06/29/2022,$226.01,$217.8,0.96,RABELL REALTY GROUP LLC,Rebecca Johnson,259503952,259505695,Tampa,Gainesville-Alachua,True
1,T3370680,SLD,23235 NW 8TH PL,NEWBERRY,32669,NEWBERRY OAKS PH 8,"1,728",01901-080-135,"$345,000",3,2,0,2016.0,,Single Family Residence,Fee Simple,"$4,006.00",15,15,16,VA,06/29/2022,$202.49,$199.65,0.99,MIHARA & ASSOCIATES INC.,Brittany Eguia,260045902,259505695,Tampa,Tampa,True
1,GC504752,SLD,6830 SW 80TH DR,GAINESVILLE,32608,MENTONE CLUSTER PH II,"1,778",07061-020-032,"$345,000",3,2,0,1998.0,,Single Family Residence,Fee Simple,"$2,914.00",110,110,126,Conventional,09/23/2022,$200.94,$194.04,0.97,WATSON REALTY CORP- TIOGA,Ellen Kostewicz,259505757,259504926,Gainesville-Alachua,Gainesville-Alachua,True
1,GC504728,SLD,4002 NW 62 AVE,GAINESVILLE,32653,VICTORIA SQUARE CLUSTER,"1,759",06020-010-038,"$345,000",3,2,0,1993.0,,Single Family Residence,Fee Simple,"$2,518.74",89,89,100,Cash,09/14/2022,$198.69,$196.13,0.99,VANBEEK REALTY LLC,Julie VanBeek,259503542,259506003,Gainesville-Alachua,Ocala - Marion,True
1,GC504554,SLD,7445 SW 85TH DR,GAINESVILLE,32608,LONGLEAF,"1,661",07098-100-042,"$345,000",3,2,0,2004.0,Community,Single Family Residence,Fee Simple,"$3,311.00",0,0,0,Conventional,05/27/2022,$207.71,$207.71,1.0,MILLER REAL ESTATE,Todd Louis,259502096,259504921,Gainesville-Alachua,Gainesville-Alachua,True
1,GC503909,SLD,1007 NW 104TH TER,GAINESVILLE,32606,BROADMOOR PH 4-B,"1,791",06306-041-006,"$345,000",3,2,0,1997.0,Community,Single Family Residence,Fee Simple,"$2,817.82",0,0,5,Cash,05/12/2022,$192.63,$192.63,1.0,FIRST CHOICE REALTY OF NORTH F,Dawn Johnson,259503557,259504999,Gainesville-Alachua,Gainesville-Alachua,True
1,GC503348,SLD,1760 NW 14TH AVE,GAINESVILLE,32605,HILLSIDE REP,"1,762",09022-008-000,"$345,000",3,2,0,1955.0,,Single Family Residence,Fee Simple,"$5,053.37",6,6,7,Conventional,05/03/2022,$198.07,$195.8,0.99,PORTAL REALTY,Jordan Fennell,259504917,55055,Gainesville-Alachua,Gainesville-Alachua,True
1,S5063085,SLD,7702 NW 42ND AVE,GAINESVILLE,32606,ROBIN LANE ADD 1,"2,253",06040-010-004,"$345,000",4,3,0,1979.0,,Single Family Residence,Fee Simple,"$5,486.48",25,25,41,Cash,04/22/2022,$155.35,$153.13,0.99,"THE PROPERTY PROS REAL ESTATE, INC",Leslie Soto,272562229,259500046,Osceola,Osceola,True
1,GC447479,SLD,10628 NW 9TH AVE,Gainesville,32606,Broadmoor,"2,177",06306-050-054,"$345,000",3,2,0,2000.0,Community,Single Family Residence,,"$4,251.00",75,75,82,Conventional,01/12/2022,$160.31,$158.47,0.99,PEPINE REALTY,Chris Bien,259509220,259500060,Gainesville-Alachua,Gainesville-Alachua,True
1,GC506616,SLD,5825 SE COUNTY ROAD 346,MICANOPY,32667,NONE,"1,412",16508-003-000,"$345,450",3,2,0,1983.0,,Single Family Residence,Fee Simple,"$1,403.88",85,85,101,Cash,12/01/2022,$247.80,$244.65,0.99,"CAMPUS TO COAST REALTY, INC",Jennifer Lee,259503897,259505670,Gainesville-Alachua,Gainesville-Alachua,True
1,GC502155,SLD,1824 NW 5TH AVE,GAINESVILLE,32603,FOREST PARK SUB,"1,404",15300-000-000,"$345,500",3,2,0,1941.0,,Single Family Residence,Fee Simple,"$4,403.00",0,0,18,Cash,02/28/2022,$262.82,$246.08,0.94,UNIVERSITY REALTY,Eric Leightman,259503308,259504837,Gainesville-Alachua,Gainesville-Alachua,True
1,J951939,SLD,975 HEARTWOOD RD,GAINESVILLE,32641,HEARTWOOD,"1,642",16102-010-010,"$345,995",3,2,0,2022.0,,Single Family Residence,Fee Simple,$0.00,0,0,-129,Conventional,08/29/2022,$210.72,$210.72,1.0,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Craig Wilburn,259503108,259505695,Gainesville-Alachua,Gainesville-Alachua,True
1,GC504315,SLD,14003 NW 10TH RD,NEWBERRY,32669,STRAWBERRY FIELDS,"1,587",04292-010-008,"$346,000",4,2,0,2014.0,,Single Family Residence,Fee Simple,"$3,316.00",4,4,4,Conventional,06/01/2022,$214.18,$218.02,1.02,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Ben Zuber,264000563,259504964,Gainesville-Alachua,Gainesville-Alachua,True
1,GC501386,SLD,2231 NW 147TH ST,NEWBERRY,32669,BELMONT CLUSTER PH 1,"1,521",04227-010-078,"$346,000",3,2,0,2005.0,Community,Single Family Residence,Fee Simple,"$3,422.00",3,3,3,Conventional,01/27/2022,$218.61,$227.48,1.04,BHGRE THOMAS GROUP,"Lisa Baltozer, PL",259500559,259504926,Gainesville-Alachua,Gainesville-Alachua,True
1,T3380913,SLD,17393 NW 173RD RD,ALACHUA,32615,BRIARWOOD,"1,982",03044-100-037,"$346,270",4,2,1,2022.0,,Single Family Residence,Fee Simple,$0.00,110,110,156,Conventional,12/23/2022,$176.58,$174.71,0.99,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,259504874,Tampa,Tampa,True
1,GC502234,SLD,14309 NW 214TH TER,HIGH SPRINGS,32643,,"1,232",01526-001-000,"$346,500",3,1,1,1985.0,,Single Family Residence,Fee Simple,$936.19,5,5,7,Conventional,03/28/2022,$275.97,$281.25,1.02,UNITED COUNTRY SMITH & ASSOCIATES - NEWBERRY,Devon Mumford,259506256,259500046,Gainesville-Alachua,Gainesville-Alachua,True
1,T3380941,SLD,17457 NW 173RD RD,ALACHUA,32615,BRIARWOOD,"2,516",03044-100-042,"$346,990",5,3,0,2022.0,,Single Family Residence,Fee Simple,$0.00,156,156,156,FHA,12/30/2022,$139.11,$137.91,0.99,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,272561552,Tampa,Tampa,True
1,T3345238,SLD,2131 NW 247TH DR,NEWBERRY,32669,AVALON WOODS,"2,516",01874-100-056,"$346,990",5,3,0,2022.0,,Single Family Residence,Fee Simple,$0.00,19,19,19,Conventional,03/31/2022,$137.91,$137.91,1.0,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,259500056,Tampa,Tampa,True
1,T3335951,SLD,24604 NW 6TH RD,NEWBERRY,32669,OAK PARK,"2,516",01934-020-077,"$346,990",5,3,0,2022.0,,Single Family Residence,Fee Simple,$679.70,0,0,4,Cash,03/21/2022,$137.91,$137.91,1.0,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,55055,Tampa,Tampa,True
1,GC508002,SLD,12154 NW 162ND DR,ALACHUA,32615,SAVANNAH STATION PH 1,"1,771",03980-020-013,"$347,000",4,2,0,2016.0,,Single Family Residence,Fee Simple,"$4,288.53",11,11,11,FHA,11/01/2022,$197.63,$195.93,0.99,MATCHMAKER REALTY OF ALACHUA COUNTY,Anthony Cousins,259504117,259504874,Gainesville-Alachua,Gainesville-Alachua,True
1,GC505531,SLD,641 NW 34TH ST,GAINESVILLE,32607,WOODLAND TERRACE,"1,736",06483-006-000,"$347,000",4,2,0,1962.0,,Single Family Residence,Fee Simple,"$2,800.76",8,8,8,Conventional,07/08/2022,$206.80,$199.88,0.97,ARISTA REALTY,Mike Hastings,259503533,259505695,Gainesville-Alachua,Gainesville-Alachua,True
1,GC505292,SLD,7879 SW 88TH ST,GAINESVILLE,32608,WILLOW OAK PLANTATION,"1,724",07098-001-203,"$347,000",3,2,0,2010.0,,Single Family Residence,Fee Simple,"$4,236.00",0,0,0,Conventional,05/20/2022,$201.28,$201.28,1.0,BOSSHARDT REALTY SERVICES LLC,Rainbow Young,259505231,259500004,Gainesville-Alachua,Gainesville-Alachua,True
1,GC504493,SLD,8102 SW 70TH PL,GAINESVILLE,32608,MENTONE CLUSTER PH IV,"1,795",07061-040-031,"$347,000",3,2,0,2000.0,,Single Family Residence,Fee Simple,"$4,971.51",12,12,12,Conventional,06/22/2022,$200.56,$193.31,0.96,PEPINE REALTY,Laura Javidi,259505316,259504926,Gainesville-Alachua,Gainesville-Alachua,True
1,T3372880,SLD,19098 NW 164TH RD,HIGH SPRINGS,32643,OAK RIDGE AT HIGH SPRINGS,"2,516",03034-040-174,"$347,490",5,3,0,2022.0,,Single Family Residence,Fee Simple,$0.00,80,80,80,Conventional,10/04/2022,$141.09,$138.11,0.98,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,259500046,Tampa,Tampa,True
1,GC509485,SLD,24129 NW 188TH AVE,HIGH SPRINGS,32643,G M WHETSTONE ESTATE ADD TO H S,"2,090",00769-000-000,"$347,500",3,2,0,1950.0,Private,Single Family Residence,Fee Simple,"$2,763.87",1,1,1,Conventional,12/19/2022,$167.42,$166.27,0.99,RE/MAX PROFESSIONALS,Danette Drageset,259505294,259500025,Gainesville-Alachua,Gainesville-Alachua,True
1,GC506542,SLD,1204 NW 89TH TER,GAINESVILLE,32606,EAGLE POINT,"1,630",06326-010-068,"$348,000",3,2,0,1996.0,,Single Family Residence,Fee Simple,"$3,462.30",0,0,1,Conventional,06/30/2022,$217.79,$213.5,0.98,FOCUS REAL ESTATE GROUP,Chrissy Severance,259506210,259505695,Gainesville-Alachua,Gainesville-Alachua,True
1,GC507625,SLD,13020 NW 251 WAY,HIGH SPRINGS,32643,TAMIAMI HEIGHTS #4,"1,698",01571-008-021,"$348,500",3,2,0,2022.0,,Single Family Residence,Fee Simple,$495.00,12,12,12,Cash,09/16/2022,$205.24,$205.24,1.0,BELTZ REALTY & INVESTMENTS,Billy Beltz,259500269,259506708,Gainesville-Alachua,Gainesville-Alachua,True
1,GC500504,SLD,7830 SW 97TH AVE,GAINESVILLE,32608,KANAPAHA PINES,"1,971",07348-030-003,"$348,500",3,2,0,1992.0,,Single Family Residence,Fee Simple,"$2,653.00",36,36,40,Conventional,01/17/2022,$181.63,$176.81,0.97,BHGRE THOMAS GROUP,Kristen Thompson,259504942,259505843,Gainesville-Alachua,Gainesville-Alachua,True
1,OM632842,SLD,12392 NW 159 WAY,ALACHUA,32615,SAVANNAH STATION,"1,701",03980-022-149,"$348,600",3,2,0,2021.0,,Single Family Residence,Fee Simple,$80.00,25,25,26,Conventional,05/20/2022,$204.94,$204.94,1.0,RABELL REALTY GROUP LLC,Jacquelyn Mercier,279527078,25950341,Ocala - Marion,Gainesville-Alachua,True
1,GC504035,SLD,9676 SW 68TH LN,GAINESVILLE,32608,LUGANO,"1,611",07071-010-130,"$348,753",3,2,0,2021.0,,Single Family Residence,Fee Simple,"$1,200.00",0,0,0,Conventional,09/16/2022,$216.44,$216.48,1.0,EMMER DEVELOPMENT CORP,Lori Cain,259500890,259500065,Gainesville-Alachua,Gainesville-Alachua,True
1,T3351032,SLD,16420 NW 190TH ST,HIGH SPRINGS,32643,OAK RIDGE AT HIGH SPRINGS,"2,371",03034-040-184,"$348,990",4,3,0,2022.0,,Single Family Residence,Fee Simple,$0.00,5,5,5,Cash,06/24/2022,$147.19,$147.19,1.0,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,261011473,Tampa,Tampa,True
1,T3349605,SLD,24382 NW 8TH PL,NEWBERRY,32669,OAK PARK,"2,516",01934-010-020,"$348,990",5,3,0,2022.0,,Single Family Residence,Fee Simple,$996.88,1,1,1,Conventional,07/22/2022,$138.71,$138.71,1.0,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,259504964,Tampa,Tampa,True
1,GC507679,SLD,3224 NW 28TH PL,GAINESVILLE,32605,RENEWOOD,"1,450",06095-006-001,"$349,000",3,2,0,1964.0,,Single Family Residence,Fee Simple,"$1,284.52",4,4,4,FHA,09/28/2022,$240.69,$240.69,1.0,BHHS FLORIDA REALTY,Tony Miller,259500377,259504874,Gainesville-Alachua,Gainesville-Alachua,True
1,GC507387,SLD,9048 SW 76TH AVE,GAINESVILLE,32608,WILLOW OAK PLANTATION,"1,867",07098 001 069,"$349,000",3,2,0,2008.0,Community,Single Family Residence,Fee Simple,"$5,736.00",31,31,32,Conventional,10/18/2022,$192.29,$186.93,0.97,RE/MAX PROFESSIONALS,Minmin Jin,259505608,259504926,Gainesville-Alachua,Gainesville-Alachua,False
1,GC506814,SLD,6725 NW 33RD ST,GAINESVILLE,32653,NORTHWOOD OAKS,"2,615",06014-003-048,"$349,000",4,2,0,1980.0,Private,Single Family Residence,Fee Simple,"$2,576.00",49,49,72,FHA,11/29/2022,$133.46,$133.46,1.0,VANBEEK REALTY LLC,Lacey Richeson,259507298,259504964,Gainesville-Alachua,Gainesville-Alachua,True
1,GC502871,SLD,14632 NW 27TH AVE,NEWBERRY,32669,BELMONT CLUSTER DEV PH 3,"1,569",04227-030-169,"$349,000",3,2,0,2010.0,Community,Single Family Residence,Fee Simple,"$3,608.48",3,3,3,Conventional,04/01/2022,$222.43,$222.43,1.0,"COLDWELL BANKER M.M. PARRISH, REALTORS",Cindy Birk,259503772,259507338,Gainesville-Alachua,Gainesville-Alachua,True
1,S5053740,SLD,1407 NW 99TH TER,GAINESVILLE,32606,BROADMOOR PH I,"1,677",06306-010-016,"$349,000",3,2,0,1995.0,Community,Single Family Residence,Fee Simple,"$2,509.77",79,79,172,Conventional,02/11/2022,$208.65,$208.11,1.0,MBT HOMES,Colleen Sheive,272502931,259507001,Osceola,Osceola,True
1,GC506816,SLD,2102 NW 7TH ST,GAINESVILLE,32609,PINE PARK,"1,775",09319-000-000,"$349,500",4,2,0,1944.0,,Single Family Residence,Fee Simple,"$2,948.00",41,41,41,Conventional,10/04/2022,$196.90,$196.9,1.0,SAGE REAL ESTATE,Michelle Hazen,259504971,259504926,Gainesville-Alachua,Gainesville-Alachua,True
1,A4530071,SLD,9925 NW 4TH PL,GAINESVILLE,32607,HAMILTON HEIGHTS,"1,972",06657-015-019,"$349,750",3,2,1,1973.0,Private,Single Family Residence,Fee Simple,"$5,339.00",4,4,7,FHA,05/18/2022,$177.36,$177.36,1.0,FLATFEE.COM,Cliff Glansen,278017259,259500060,Sarasota - Manatee,Sarasota - Manatee,True
1,GC508459,SLD,1036 SW 81ST DR,GAINESVILLE,32607,FAIRFIELD PH II,"1,807",06670-020-033,"$349,900",4,2,0,1992.0,,Single Family Residence,Fee Simple,"$5,789.00",10,10,18,Conventional,11/09/2022,$193.64,$193.64,1.0,BHGRE THOMAS GROUP,Lori Sowcik,259506104,259504926,Gainesville-Alachua,Gainesville-Alachua,True
1,GC507599,SLD,6810 SW 80TH DR,GAINESVILLE,32608,MENTONE CLUSTER PH II,"1,672",07061-020-030,"$349,900",3,2,0,1998.0,Community,Single Family Residence,Fee Simple,"$2,793.00",2,2,2,Conventional,10/10/2022,$209.27,$209.27,1.0,BHGRE THOMAS GROUP,Tiffany Thomas,259503896,259500046,Gainesville-Alachua,Gainesville-Alachua,True
1,GC505703,SLD,4923 SW 91ST WAY,GAINESVILLE,32608,HAILE PLANTATION UNIT 30 PH II,"1,422",06860-302-027,"$349,900",2,3,0,2005.0,,Single Family Residence,Fee Simple,"$3,226.51",3,3,24,Private,07/18/2022,$239.03,$246.06,1.03,RIZE REALTY GROUP LLC,Shawn Hicks,259503386,283004766,Gainesville-Alachua,Gainesville-Alachua,True
1,GC505689,SLD,8501 SW 52ND PL,GAINESVILLE,32608,HAILE PLANTATION,"1,613",06860-010-024,"$349,900",3,2,0,1983.0,,Single Family Residence,Fee Simple,"$1,403.59",15,15,37,Conventional,08/05/2022,$220.09,$216.92,0.99,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Whitney Johnson Perkins,259504068,259500046,Gainesville-Alachua,Gainesville-Alachua,True
1,GC502000,SLD,18528 NW 94TH AVE,ALACHUA,32615,,"1,600",04001-001-000,"$349,900",4,2,0,2022.0,,Single Family Residence,Fee Simple,$462.21,8,8,8,Conventional,07/07/2022,$218.69,$218.69,1.0,HORIZON REALTY OF ALACHUA INC,Joan Sroka,259502053,259500025,Gainesville-Alachua,Gainesville-Alachua,True
1,GC501973,SLD,18616 NW 94TH AVE,ALACHUA,32615,,"1,600",04001-003-000,"$349,900",4,2,0,2022.0,,Single Family Residence,Fee Simple,$627.37,3,3,4,Conventional,06/02/2022,$218.69,$218.69,1.0,HORIZON REALTY OF ALACHUA INC,Joan Sroka,259502053,259500046,Gainesville-Alachua,Gainesville-Alachua,True
1,GC501486,SLD,10202 SW 38TH PL,GAINESVILLE,32608,WINDWARD MEADOWS,"1,726",06855-300-022,"$349,900",3,2,0,1984.0,Private,Single Family Residence,Fee Simple,"$4,497.00",2,2,3,Conventional,01/28/2022,$202.72,$202.72,1.0,RE/MAX PROFESSIONALS,Dada McGlynn,275501157,259505372,Gainesville-Alachua,Gainesville-Alachua,True
1,OM629608,SLD,12620 NW 162 DR,ALACHUA,32615,SAVANNAH STATION,"1,750",03980-022-179,"$349,900",4,2,0,2021.0,,Single Family Residence,Fee Simple,$80.00,115,115,118,Conventional,04/12/2022,$199.94,$199.94,1.0,RABELL REALTY GROUP LLC,Jacquelyn Mercier,279527078,259504874,Ocala - Marion,Gainesville-Alachua,True
1,GC445636,SLD,13654 NW 14TH PL,NEWBERRY,32669,ARBOR GREENS,"2,370",04338-023-238,"$349,990",5,3,0,2021.0,Community,Single Family Residence,,"$1,142.35",167,167,167,Cash,02/28/2022,$147.68,$147.68,1.0,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,261013580,Tampa,Tampa,True
1,GC501291,SLD,7420 NW 119TH LN,ALACHUA,32615,TURKEY CREEK,"2,194",05900-912-016,"$349,999",4,2,1,1997.0,,Single Family Residence,Fee Simple,"$3,267.65",61,61,77,Conventional,03/28/2022,$159.53,$159.53,1.0,BHGRE THOMAS GROUP,Evelyn Bergman,259503335,259500025,Gainesville-Alachua,Gainesville-Alachua,True
1,GC509193,SLD,1511 NW 35TH TER,GAINESVILLE,32605,WESTWOOD HILLS,"2,012",06405-001-002,"$350,000",3,2,1,1975.0,,Single Family Residence,Fee Simple,"$4,039.00",6,6,6,Conventional,12/16/2022,$173.91,$173.96,1.0,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Andrew Poe,259505311,261556673,Gainesville-Alachua,Gainesville-Alachua,True
1,GC508917,SLD,415 NW 80TH BLVD,GAINESVILLE,32607,SUNNINGDALE-REPLAT,"2,970",06656-639-003,"$350,000",4,3,0,1972.0,Private,Single Family Residence,Fee Simple,"$4,533.51",21,21,62,Conventional,12/22/2022,$127.61,$117.85,0.92,BHGRE THOMAS GROUP,Holly Moebus,259506072,259504926,Gainesville-Alachua,Gainesville-Alachua,True
1,GC508738,SLD,6617 NW 44TH PL,GAINESVILLE,32606,EMERALD WOODS II,"2,562",06052-082-000,"$350,000",3,3,0,1986.0,,Single Family Residence,Fee Simple,"$4,506.00",39,39,39,Conventional,12/20/2022,$152.19,$136.61,0.9,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Kat Durst,259505574,259506708,Gainesville-Alachua,Gainesville-Alachua,True
1,GC508255,SLD,6704 NW 160 ST,ALACHUA,32615,"UNRECORDED UNIVERSITY AVE PROPERTIES, INC.","1,638",04099-005-012,"$350,000",3,2,0,1987.0,,Single Family Residence,Fee Simple,"$3,502.53",4,4,10,Conventional,10/24/2022,$213.68,$213.68,1.0,FLORIDA HOMES REALTY & MORTGAGE LLC,Stephen Silberman,259503769,259504926,Gainesville-Alachua,Gainesville-Alachua,True
1,GC508065,SLD,8 SW 79TH DR,GAINESVILLE,32607,SUNNINGDALE,"2,855",06656-644-003,"$350,000",4,2,0,1975.0,,Single Family Residence,Fee Simple,"$5,873.00",22,22,26,VA,11/18/2022,$127.81,$122.59,0.96,WATSON REALTY CORP,"Sherman Bryan, Jr.",259505299,259500060,Gainesville-Alachua,Gainesville-Alachua,True
