OBJECTID,Join_Count,TARGET_FID,Field1,prop_id,centroid_x,centroid_y,quality,actage,lotsize,effage,market_area_cd,FSP_area,FGR_area,FSP,FGR,Total_Area,livarea,SOURCE_ID,quality,actage,lotsize,FGR,livarea,Cluster_ID,Membership Probability
7935,1,10753,10753,21700,-82.47598583,29.65141286,-0.482174075,0.471283047,-0.00238061,-0.484315965,0.436254781,-0.424528137,0.810698881,0,1,1570,-0.311526599,7935,-0.454923686,0.800421949,-0.197008159,1,-0.391299184,B2,0.232
7936,1,10754,10754,21701,-82.47598873,29.6511379,-0.482174075,0.471283047,-0.00238061,0.682613141,0.436254781,-0.424528137,0.425534743,0,1,1588,-0.288536869,7936,-0.454923686,0.800421949,-0.197008159,1,-0.368842465,B2,0.232
7937,1,10755,10755,21702,-82.47452261,29.65112977,-0.482174075,0.471283047,-0.005619486,0.682613141,0.436254781,-0.424528137,1.006914575,0,1,2094,0.357729957,7937,-0.454923686,0.800421949,-0.19888794,1,0.262440866,B2,0.236
7938,1,10756,10756,21703,-82.473239,29.65112264,-0.482174075,0.471283047,-0.005619486,0.682613141,0.436254781,-0.424528137,0.810698881,0,1,1614,-0.255329483,7938,-0.454923686,0.800421949,-0.19888794,1,-0.336404981,B2,0.236
7939,1,10757,10757,21704,-82.473242,29.65084768,-0.482174075,0.426323558,-0.005619486,0.682613141,0.436254781,-0.424528137,0.934242096,0,1,1554,-0.331961913,7939,-0.454923686,0.757901892,-0.19888794,1,-0.411260712,B2,0.236
7940,1,10758,10758,21705,-82.47452566,29.6508548,-0.482174075,0.336404582,-0.005619486,-2.169880229,0.436254781,-0.424528137,-1.027914836,0,0,1087,-0.92841766,7940,-0.454923686,0.672861776,-0.19888794,0,-0.993887817,B2,0.234
7941,1,10759,10759,21706,-82.47599168,29.65086293,-0.482174075,0.336404582,-0.00238061,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1690,-0.158261738,7941,-0.454923686,0.672861776,-0.197008159,0,-0.241587722,B2,0.234
7942,1,10760,10760,21707,-82.47599462,29.65058796,-0.482174075,0.471283047,-0.00238061,0.682613141,0.436254781,-0.424528137,0.810698881,0,1,1570,-0.311526599,7942,-0.454923686,0.800421949,-0.197008159,1,-0.391299184,B2,0.236
7943,1,10761,10761,21708,-82.47452868,29.65057984,-0.482174075,0.471283047,-0.005619486,-2.040221439,0.436254781,-0.424528137,1.006914575,0,1,1446,-0.469900287,7943,-0.454923686,0.800421949,-0.19888794,1,-0.546001028,B2,0.236
7944,1,10762,10762,21709,-82.47324503,29.65057272,-0.482174075,0.471283047,-0.005619486,0.682613141,0.436254781,-0.424528137,0.894272232,0,1,1631,-0.233616961,7944,-0.454923686,0.800421949,-0.19888794,1,-0.315195857,B2,0.236
7945,1,10763,10763,21710,-82.47324956,29.65016027,-0.482174075,0.471283047,0.292357087,0.682613141,0.436254781,-0.424528137,1.210397516,0,1,1446,-0.469900287,7945,-0.454923686,0.800421949,-0.02594805,1,-0.546001028,B2,0.236
7946,1,10764,10764,21711,-82.47453174,29.65030488,-0.482174075,0.471283047,-0.005619486,0.034319194,0.436254781,-0.424528137,0.425534743,0,1,1516,-0.380495786,7946,-0.454923686,0.800421949,-0.19888794,1,-0.458669342,B2,0.236
7947,1,10765,10765,21712,-82.47599755,29.650313,-0.482174075,0.426323558,-0.00238061,0.682613141,0.436254781,-0.424528137,0.970578335,0,1,2040,0.28876077,7947,-0.454923686,0.757901892,-0.197008159,1,0.195070708,B2,0.236
7948,1,10766,10766,21713,-82.47600047,29.65003803,-0.482174075,0.426323558,-0.00238061,0.682613141,0.436254781,-0.424528137,1.061418934,0,1,1638,-0.224676511,7948,-0.454923686,0.757901892,-0.197008159,1,-0.306462689,B2,0.236
7949,1,10767,10767,21714,-82.47453481,29.65002991,-0.482174075,0.426323558,-0.005619486,0.682613141,0.436254781,-0.424528137,0.64355218,0,1,1420,-0.503107674,7949,-0.454923686,0.757901892,-0.19888794,1,-0.578438511,B2,0.236
7950,1,10768,10768,21716,-82.47325411,29.64974782,-0.482174075,0.336404582,-0.005619486,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,886,-1.185136301,7950,-0.454923686,0.672861776,-0.19888794,0,-1.244654516,B2,0.23
7951,1,10769,10769,21717,-82.47453784,29.64975495,-0.482174075,0.471283047,-0.005619486,0.682613141,0.436254781,-0.424528137,1.006914575,0,1,1446,-0.469900287,7951,-0.454923686,0.800421949,-0.19888794,1,-0.546001028,B2,0.236
7952,1,10770,10770,21718,-82.4760034,29.64976306,-0.482174075,0.426323558,-0.00238061,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,2247,0.553142654,7952,-0.454923686,0.757901892,-0.197008159,0,0.453322979,B2,0.222
7953,1,10771,10771,21719,-82.47600634,29.6494881,-0.482174075,0.38136407,-0.00238061,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1932,0.150822396,7953,-0.454923686,0.715381834,-0.197008159,0,0.060330392,B2,0.222
7954,1,10772,10772,21720,-82.47454089,29.64947998,-0.482174075,0.471283047,-0.005619486,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1680,-0.17103381,7954,-0.454923686,0.800421949,-0.19888794,0,-0.254063677,B2,0.222
7955,1,10773,10773,21721,-82.47325711,29.64947285,-0.482174075,0.336404582,-0.005619486,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1010,-1.026762612,7955,-0.454923686,0.672861776,-0.19888794,0,-1.089952672,B2,0.23
7956,1,10774,10774,21722,-82.47326014,29.64919788,-0.482174075,0.38136407,-0.005619486,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1848,0.043536994,7956,-0.454923686,0.715381834,-0.19888794,0,-0.044467631,B2,0.232
7957,1,10775,10775,21723,-82.47454395,29.64920501,-0.482174075,0.471283047,-0.005619486,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,2189,0.479064638,7957,-0.454923686,0.800421949,-0.19888794,0,0.38096244,B2,0.224
7958,1,10776,10776,21724,-82.47600927,29.64921313,-0.482174075,0.426323558,-0.00238061,0.682613141,0.436254781,-0.424528137,1.210397516,0,1,2356,0.692358235,7958,-0.454923686,0.757901892,-0.197008159,1,0.589310891,B2,0.22
7959,1,10777,10777,21731,-82.48895206,29.65637365,1.318524992,-1.012380072,-0.24853517,-0.873292333,0.436254781,-0.424528137,1.170427652,0,1,2378,0.720456793,7959,1.299126896,-0.602739953,-0.339871547,1,0.616757992,B2,0.274
7960,1,10778,10778,21732,-82.48894785,29.65657545,-0.482174075,-1.012380072,-0.251774046,-0.873292333,0.436254781,-0.424528137,0.650819428,0,1,2537,0.923532732,7960,-0.454923686,-0.602739953,-0.341751328,1,0.815125679,B2,0.374
7961,1,10779,10779,21734,-82.48894448,29.65696041,-0.482174075,-1.461974956,-0.251774046,-2.169880229,0.436254781,-0.424528137,0.64355218,0,1,2453,0.81624733,7961,-0.454923686,-1.02794053,-0.341751328,1,0.710327655,B2,0.378
7962,1,10780,10780,21735,-82.4889428,29.65715289,-0.482174075,-1.551893933,-0.251774046,-2.429197808,0.436254781,1.818011354,0.948776591,1,1,2320,0.646378777,7962,-0.454923686,-1.112980645,-0.341751328,1,0.544397452,B2,0.376
7963,1,10781,10781,21736,-82.48894111,29.65734538,-0.482174075,-1.417015468,-0.251774046,-2.040221439,0.436254781,-0.424528137,0.498207222,0,1,1952,0.175727936,7963,-0.454923686,-0.985420472,-0.341751328,1,0.084658505,B2,0.374
7964,1,10782,10782,21737,-82.48893943,29.65753785,-0.482174075,-1.05733956,-0.251774046,-1.002951123,0.436254781,0.741592398,0.701690163,1,1,2203,0.496945538,7964,-0.454923686,-0.645260011,-0.341751328,1,0.398428777,B2,0.374
7965,1,10783,10783,21738,-82.48893781,29.65772345,1.318524992,-1.506934445,-0.258251798,-2.299539018,0.436254781,-0.424528137,1.144992285,0,1,2706,1.139380744,7965,1.299126896,-1.070460587,-0.345510891,1,1.025969321,B2,0.394
7966,1,10784,10784,21739,-82.48891532,29.66045663,-0.482174075,-1.012380072,-0.261490674,-0.873292333,0.436254781,1.6161828,0.788897138,1,1,2530,0.913953679,7966,-0.454923686,-0.602739953,-0.347390672,1,0.805768712,B2,0.45
7967,1,10785,10785,21740,-82.48891453,29.66062162,-0.482174075,-1.05733956,-0.261490674,-1.002951123,0.436254781,2.423497016,1.065052558,1,1,2298,0.618918823,7967,-0.454923686,-0.645260011,-0.347390672,1,0.517574148,B2,0.466
7968,1,10786,10786,21741,-82.48891374,29.6607866,-0.482174075,-1.05733956,-0.261490674,-1.002951123,0.436254781,-0.424528137,0.64355218,0,1,2075,0.333463021,7968,-0.454923686,-0.645260011,-0.347390672,1,0.238736551,B2,0.47
7969,1,10787,10787,21742,-82.48891294,29.66095159,-0.482174075,-1.282137003,-0.261490674,-1.65124507,0.436254781,-0.424528137,0.425534743,0,1,1880,0.084407623,7969,-0.454923686,-0.857860299,-0.347390672,1,-0.004544574,B2,0.47
7970,1,10788,10788,21743,-82.48891214,29.66111658,1.318524992,-1.012380072,-0.261490674,-0.873292333,0.436254781,1.818011354,1.243100131,1,1,2433,0.790703187,7970,1.299126896,-0.602739953,-0.347390672,1,0.685375745,B2,0.576
7971,1,10789,10789,21744,-82.48891135,29.66128156,-0.482174075,-1.05733956,-0.261490674,-1.002951123,0.436254781,2.67017636,0.730759155,1,1,2201,0.494391124,7971,-0.454923686,-0.645260011,-0.347390672,1,0.395933586,B2,0.662
7972,1,10790,10790,21745,-82.4889137,29.66145195,-0.482174075,-1.282137003,-0.258251798,-1.65124507,0.436254781,-0.424528137,0.425534743,0,1,1880,0.084407623,7972,-0.454923686,-0.857860299,-0.345510891,1,-0.004544574,B2,0.682
7973,1,10791,10791,21746,-82.48889901,29.66163314,-0.482174075,-1.192218026,-0.255012922,-1.391927491,0.436254781,-0.424528137,0.425534743,0,1,1832,0.022463076,7973,-0.454923686,-0.772820184,-0.343631109,1,-0.065052957,B2,0.682
7974,1,10792,10792,21747,-82.48884664,29.66181494,-0.482174075,-1.012380072,-0.255012922,-0.873292333,0.436254781,2.67017636,0.730759155,1,1,2285,0.601676526,7974,-0.454923686,-0.602739953,-0.343631109,1,0.500731609,B2,0.694
7975,1,10793,10793,21748,-82.48821069,29.66093822,3.119224058,-1.05733956,-0.199952034,-1.65124507,0.436254781,-0.424528137,1.998893912,0,1,3976,2.761433846,7975,3.053177478,-0.645260011,-0.311674825,1,2.610415624,B2,0.57
7976,1,10794,10794,21749,-82.48789592,29.66093171,1.318524992,-1.012380072,-0.199952034,-0.873292333,0.436254781,1.100398717,1.849915331,1,1,2752,1.198132273,7976,1.299126896,-0.602739953,-0.311674825,1,1.083358714,B2,0.416
7977,1,10795,10795,21750,-82.48758111,29.66092521,3.119224058,-1.102299049,-0.199952034,-1.132609912,0.436254781,-0.424528137,1.86808345,0,1,3676,2.3789103,7977,3.053177478,-0.687780069,-0.311674825,1,2.236760767,B2,0.4
7978,1,10796,10796,21751,-82.48726629,29.66091872,1.318524992,-1.102299049,-0.199952034,-1.132609912,0.436254781,-0.424528137,1.62826427,0,1,3167,1.728173248,7978,1.299126896,-0.687780069,-0.311674825,1,1.601110853,B2,0.388
7979,1,10797,10797,21752,-82.48695135,29.660924,1.318524992,-1.461974956,-0.199952034,-2.169880229,0.436254781,2.827154125,0.803431634,1,1,2398,0.74663954,7979,1.299126896,-1.02794053,-0.311674825,1,0.6423337,B2,0.4
7980,1,10798,10798,21753,-82.48694161,29.66132351,1.318524992,-1.327096491,-0.193474282,-1.78090386,0.436254781,1.04209269,0.832500625,1,1,2454,0.816885934,7980,1.299126896,-0.900380357,-0.307915262,1,0.710951453,B2,0.4
7981,1,10799,10799,21754,-82.48726418,29.66133128,3.119224058,-1.327096491,-0.199952034,-1.78090386,0.436254781,-0.424528137,1.504721055,0,1,3338,1.946575674,7981,3.053177478,-0.900380357,-0.311674825,1,1.814449686,B2,0.412
7982,1,10800,10800,21755,-82.48757899,29.66133778,1.318524992,-1.506934445,-0.199952034,-2.299539018,0.436254781,-0.424528137,1.813579091,0,1,3195,1.763935049,7982,1.299126896,-1.070460587,-0.311674825,1,1.636043527,B2,0.48
7983,1,10801,10801,21756,-82.4878938,29.6613443,3.119224058,-1.102299049,-0.199952034,-1.132609912,0.436254781,2.194757988,2.424027914,1,1,3381,2.001495582,7983,3.053177478,-0.687780069,-0.311674825,1,1.868096293,B2,0.558
7984,1,10802,10802,21757,-82.48820846,29.66135089,3.119224058,-1.102299049,-0.199952034,-1.132609912,0.436254781,-0.424528137,1.918954186,0,1,3892,2.654148444,7984,3.053177478,-0.687780069,-0.311674825,1,2.505617601,B2,0.574
7985,1,10803,10803,21758,-82.48797362,29.66189602,3.119224058,-1.102299049,-0.199952034,-1.132609912,0.436254781,-0.424528137,1.693669501,0,1,3502,2.156037649,7985,3.053177478,-0.687780069,-0.311674825,1,2.01905535,B2,0.578
7986,1,10804,10804,21759,-82.48765887,29.66188951,1.318524992,-1.012380072,-0.199952034,-0.873292333,0.436254781,-0.424528137,1.937122305,0,1,3406,2.032787157,7986,1.299126896,-0.602739953,-0.311674825,1,1.898662383,B2,0.508
7987,1,10805,10805,21760,-82.48734412,29.661883,1.318524992,-1.012380072,-0.199952034,-0.873292333,0.436254781,-0.424528137,2.296851076,0,1,3700,2.408286065,7987,1.299126896,-0.602739953,-0.311674825,1,2.265455464,B2,0.51
7988,1,10806,10806,21761,-82.48702937,29.66187649,1.318524992,-1.012380072,-0.199952034,-0.873292333,0.436254781,-0.424528137,1.130457789,0,1,2842,1.312442315,7988,1.299126896,-0.602739953,-0.311674825,1,1.195018513,B2,0.458
7989,1,10807,10807,21762,-82.48667461,29.66186915,3.119224058,-1.012380072,-0.170802151,-0.873292333,0.436254781,-0.424528137,1.809945467,0,1,3234,1.813107525,7989,3.053177478,-0.602739953,-0.294756793,1,1.684075955,B2,0.546
7990,1,10808,10808,21763,-82.48630918,29.6618607,1.318524992,-1.05733956,-0.190235406,-1.002951123,0.436254781,-0.424528137,1.566492663,0,1,3003,1.518711272,7990,1.299126896,-0.645260011,-0.306035481,1,1.396505188,B2,0.572
7991,1,10809,10809,21764,-82.48638041,29.66137905,3.119224058,-1.102299049,-0.196713158,-1.132609912,0.436254781,-0.424528137,1.824479963,0,1,3139,1.692411447,7991,3.053177478,-0.687780069,-0.309795044,1,1.566178178,B2,0.534
7992,1,10810,10810,21765,-82.48638171,29.66110305,3.119224058,-1.102299049,-0.199952034,-1.132609912,0.436254781,-0.424528137,2.216911349,0,1,3675,2.376994489,7992,3.053177478,-0.687780069,-0.311674825,1,2.234889374,B2,0.482
7993,1,10811,10811,21766,-82.48636296,29.66080509,3.119224058,-1.327096491,-0.183757655,-1.78090386,0.436254781,6.428672546,1.71183762,1,1,3520,2.179027378,7993,3.053177478,-0.900380357,-0.302275918,1,2.041512069,B2,0.468
7994,1,10812,10812,21768,-82.48677809,29.66033917,1.318524992,-1.012380072,-0.135174518,-0.873292333,0.436254781,3.885632764,1.05778531,1,1,3126,1.67516915,7994,1.299126896,-0.602739953,-0.274079197,1,1.549335639,B2,0.382
7995,1,10813,10813,21769,-82.48719864,29.66036834,1.318524992,-1.102299049,-0.190235406,-1.132609912,0.436254781,-0.424528137,0.825233377,0,1,2572,0.968234983,7995,1.299126896,-0.687780069,-0.306035481,1,0.858791522,B2,0.382
7996,1,10814,10814,21770,-82.48752439,29.66037458,3.119224058,-1.05733956,-0.199952034,-1.002951123,0.436254781,-0.424528137,1.780876475,0,1,3503,2.157314856,7996,3.053177478,-0.645260011,-0.311674825,1,2.020302946,B2,0.4
7997,1,10815,10815,21771,-82.48783916,29.6603806,1.318524992,-1.05733956,-0.199952034,-1.002951123,0.436254781,-0.424528137,0.890638608,0,1,3000,1.515518255,7997,1.299126896,-0.645260011,-0.311674825,1,1.3933862,B2,0.394
7998,1,10816,10816,21772,-82.48815392,29.66038661,1.318524992,-1.282137003,-0.199952034,-1.65124507,0.436254781,-0.424528137,1.602828902,0,1,3172,1.73392068,7998,1.299126896,-0.857860299,-0.311674825,1,1.606725033,B2,0.404
7999,1,10817,10817,21773,-82.48816513,29.65991836,1.318524992,-1.012380072,-0.245296295,-0.873292333,0.436254781,-0.424528137,0.981479207,0,1,2819,1.283705154,7999,1.299126896,-0.602739953,-0.337991765,1,1.166947614,B2,0.382
8000,1,10818,10818,21774,-82.48791418,29.65991181,1.318524992,-1.012380072,-0.245296295,-0.873292333,0.436254781,1.100398717,1.050518062,1,1,2322,0.648933191,8000,1.299126896,-0.602739953,-0.337991765,1,0.546892643,B2,0.386
8001,1,10819,10819,21775,-82.48766107,29.65990088,1.318524992,-1.102299049,-0.242057419,-1.132609912,0.436254781,-0.424528137,1.439315824,0,1,2870,1.348204116,8001,1.299126896,-0.687780069,-0.336111984,1,1.229951187,B2,0.39
8002,1,10820,10820,21776,-82.48740928,29.65988073,1.318524992,-1.012380072,-0.235579667,-0.873292333,0.436254781,-0.424528137,1.050518062,0,1,2632,1.044867413,8002,1.299126896,-0.602739953,-0.332352421,1,0.933647253,B2,0.384
8003,1,10821,10821,21777,-82.48714686,29.65986572,1.318524992,-1.05733956,-0.222624164,-1.002951123,0.436254781,1.333622824,1.784510099,1,1,2828,1.295200018,8003,1.299126896,-0.645260011,-0.324833295,1,1.178175973,B2,0.38
8004,1,10822,10822,21778,-82.48688454,29.65984845,1.318524992,-1.461974956,-0.238818543,-2.169880229,0.436254781,-0.424528137,0.974211959,0,1,2492,0.865419806,8004,1.299126896,-1.02794053,-0.334232202,1,0.758360083,B2,0.384
8005,1,10823,10823,21779,-82.48663332,29.65985474,1.318524992,-1.596853422,-0.242057419,-2.558856597,0.436254781,2.427982095,1.166794028,1,1,2476,0.845623095,8005,1.299126896,-1.155500703,-0.336111984,1,0.739022352,B2,0.384
8006,1,10824,10824,21780,-82.48638073,29.65986113,1.318524992,-1.05733956,-0.245296295,-1.002951123,0.436254781,1.432294561,0.730759155,1,1,2543,0.931195975,8006,1.299126896,-0.645260011,-0.337991765,1,0.822611252,B2,0.384
8007,1,10825,10825,21781,-82.48612708,29.65990284,1.318524992,-1.05733956,-0.232340791,-1.002951123,0.436254781,1.83595167,0.570879701,1,1,2486,0.858395167,8007,1.299126896,-0.645260011,-0.33047264,1,0.751498307,B2,0.384
8008,1,10826,10826,21782,-82.48587484,29.65990072,1.318524992,-1.05733956,-0.232340791,-1.002951123,0.436254781,1.100398717,0.970578335,1,1,2349,0.683417785,8008,1.299126896,-0.645260011,-0.33047264,1,0.580577722,B2,0.384
8009,1,10827,10827,21783,-82.48560089,29.6598979,1.318524992,-1.05733956,-0.216146412,-1.002951123,0.436254781,-0.424528137,1.428414953,0,1,3308,1.907620855,8009,1.299126896,-0.645260011,-0.321073732,1,1.776398023,B2,0.388
8010,1,10828,10828,21784,-82.48510073,29.65995,-0.482174075,-1.506934445,-0.255012922,-2.299539018,0.436254781,-0.424528137,0.956043839,0,1,1902,0.112506181,8010,-0.454923686,-1.070460587,-0.343631109,1,0.022902527,B2,0.396
8011,1,10829,10829,21785,-82.48510513,29.65978399,-0.482174075,-1.05733956,-0.255012922,-1.002951123,0.436254781,-0.424528137,0.498207222,0,1,2662,1.083183628,8011,-0.454923686,-0.645260011,-0.343631109,1,0.971075118,B2,0.372
8012,1,10830,10830,21786,-82.48510755,29.65954446,1.318524992,-1.417015468,-0.255012922,-2.040221439,0.436254781,-0.424528137,1.508354679,0,1,2866,1.34373389,8012,1.299126896,-0.985420472,-0.343631109,1,1.225584603,B2,0.378
8013,1,10831,10831,21787,-82.48510925,29.65937841,-0.482174075,-1.282137003,-0.255012922,-1.65124507,0.436254781,-0.424528137,0.425534743,0,1,1880,0.084407623,8013,-0.454923686,-0.857860299,-0.343631109,1,-0.004544574,B2,0.376
8014,1,10832,10832,21788,-82.48511091,29.65921309,1.318524992,-0.967420583,-0.255012922,-0.743633544,0.436254781,-0.424528137,0.825233377,0,1,2724,1.163009076,8014,1.299126896,-0.560219896,-0.343631109,1,1.049049838,B2,0.378
8015,1,10833,10833,21789,-82.4851298,29.65886395,-0.482174075,-1.372055979,-0.251774046,-1.91056265,0.436254781,-0.424528137,0.828867001,0,1,2755,1.201963895,8015,-0.454923686,-0.942900414,-0.341751328,1,1.087101501,B2,0.372
8016,1,10834,10834,21790,-82.48514991,29.65869929,-0.482174075,-1.417015468,-0.245296295,-2.040221439,0.436254781,-0.424528137,0.520008966,0,1,1879,0.083130416,8016,-0.454923686,-0.985420472,-0.337991765,1,-0.00579217,B2,0.37
8017,1,10835,10835,21791,-82.48516483,29.65853484,1.318524992,-1.012380072,-0.242057419,-1.391927491,0.436254781,-0.424528137,0.425534743,0,1,3240,1.821409371,8017,1.299126896,-0.602739953,-0.336111984,1,1.692185325,B2,0.356
8018,1,10836,10836,21792,-82.48517341,29.65837029,-0.482174075,-1.05733956,-0.242057419,-1.002951123,0.436254781,-0.424528137,0.814332505,0,1,2782,1.236448488,8018,-0.454923686,-0.645260011,-0.336111984,1,1.12078658,B2,0.342
8019,1,10837,10837,21793,-82.48517753,29.65820543,-0.482174075,-1.102299049,-0.238818543,-1.132609912,0.436254781,1.548906615,1.032349942,1,1,2498,0.873721653,8019,-0.454923686,-0.687780069,-0.334232202,1,0.766469454,B2,0.342
8020,1,10838,10838,21794,-82.48518117,29.65804046,-0.482174075,-1.461974956,-0.238818543,-2.169880229,0.436254781,-0.424528137,0.570879701,0,1,1946,0.1693419,8020,-0.454923686,-1.02794053,-0.334232202,1,0.078420527,B2,0.338
8021,1,10839,10839,21795,-82.48569459,29.65814253,-0.482174075,-1.05733956,-0.255012922,-1.002951123,0.436254781,-0.424528137,0.64355218,0,1,2313,0.637438327,8021,-0.454923686,-0.645260011,-0.343631109,1,0.535664283,B2,0.344
8022,1,10840,10840,21796,-82.48590039,29.65814492,-0.482174075,-1.012380072,-0.258251798,-0.873292333,0.436254781,1.678973905,0.894272232,1,1,2256,0.565276122,8022,-0.454923686,-0.602739953,-0.345510891,1,0.465175137,B2,0.344
8023,1,10841,10841,21797,-82.48609716,29.65814644,-0.482174075,-1.012380072,-0.258251798,-0.873292333,0.436254781,2.136451961,0.650819428,1,1,2462,0.828380798,8023,-0.454923686,-0.602739953,-0.345510891,1,0.722179813,B2,0.346
8024,1,10842,10842,21798,-82.486297,29.65815366,-0.482174075,-1.05733956,-0.258251798,-1.002951123,0.436254781,1.907712933,0.727125531,1,1,2230,0.531430132,8024,-0.454923686,-0.645260011,-0.345510891,1,0.432113856,B2,0.348
8025,1,10843,10843,21799,-82.48650505,29.65812701,-0.482174075,-1.506934445,-0.251774046,-2.299539018,0.436254781,-0.424528137,0.701690163,0,1,1938,0.158485639,8025,-0.454923686,-1.070460587,-0.341751328,1,0.067815965,B2,0.352
8026,1,10844,10844,21800,-82.48667943,29.65801899,-0.482174075,-1.012380072,-0.258251798,-0.873292333,0.436254781,2.015354829,0.977845583,1,1,2384,0.728120036,8026,-0.454923686,-0.602739953,-0.345510891,1,0.624243565,B2,0.346
8027,1,10845,10845,21801,-82.48684766,29.65792747,-0.482174075,-1.461974956,-0.258251798,-2.169880229,0.436254781,1.871832302,0.570879701,1,1,2102,0.367947615,8027,-0.454923686,-1.02794053,-0.345510891,1,0.27242163,B2,0.34
8028,1,10846,10846,21802,-82.48702425,29.65784707,1.318524992,-1.102299049,-0.258251798,-1.391927491,0.436254781,-0.424528137,0.716224659,0,1,2324,0.651487606,8028,1.299126896,-0.687780069,-0.345510891,1,0.549387834,B2,0.264
8029,1,10847,10847,21803,-82.48720666,29.65777612,-0.482174075,-1.417015468,-0.258251798,-2.040221439,0.436254781,1.548906615,0.90153948,1,1,2700,1.131078897,8029,-0.454923686,-0.985420472,-0.345510891,1,1.01785995,B2,0.312
8030,1,10848,10848,21804,-82.48739384,29.65771302,1.318524992,-1.102299049,-0.258251798,-1.132609912,0.436254781,1.508540904,0.879737736,1,1,2972,1.479756454,8030,1.299126896,-0.687780069,-0.345510891,1,1.358453525,B2,0.288
8031,1,10849,10849,21805,-82.48758397,29.6576604,-0.482174075,-1.461974956,-0.258251798,-2.169880229,0.436254781,1.818011354,0.570879701,1,1,1994,0.23000924,8031,-0.454923686,-1.02794053,-0.345510891,1,0.137681314,B2,0.344
8032,1,10850,10850,21806,-82.487776,29.65761775,-0.482174075,-1.05733956,-0.258251798,-1.002951123,0.436254781,-0.424528137,1.061418934,0,1,1898,0.107397352,8032,-0.454923686,-0.645260011,-0.345510891,1,0.017912145,B2,0.342
8033,1,10851,10851,21807,-82.48797453,29.65758277,-0.482174075,-1.417015468,-0.255012922,-2.040221439,0.436254781,1.948078644,1.108656045,1,1,2698,1.128524483,8033,-0.454923686,-0.985420472,-0.343631109,1,1.015364759,B2,0.37
8034,1,10852,10852,21808,-82.48818195,29.65756849,-0.482174075,-1.012380072,-0.255012922,-0.873292333,0.436254781,1.723824695,0.890638608,1,1,2372,0.712154946,8034,-0.454923686,-0.602739953,-0.343631109,1,0.608648621,B2,0.374
8035,1,10853,10853,21809,-82.48803523,29.65806022,1.318524992,-1.05733956,-0.245296295,-1.002951123,0.436254781,-0.424528137,1.079587054,0,1,2311,0.634883913,8035,1.299126896,-0.645260011,-0.337991765,1,0.533169092,B2,0.384
8036,1,10854,10854,21810,-82.48784854,29.65809128,-0.482174075,-1.05733956,-0.24853517,-1.002951123,0.436254781,1.400899009,0.650819428,1,1,2098,0.362200182,8036,-0.454923686,-0.645260011,-0.339871547,1,0.26680745,B2,0.348
8037,1,10855,10855,21811,-82.48766021,29.65812759,-0.482174075,-1.506934445,-0.251774046,-2.299539018,0.436254781,-0.424528137,1.012365011,0,1,2118,0.389021533,8037,-0.454923686,-1.070460587,-0.341751328,1,0.293006956,B2,0.346
8038,1,10856,10856,21812,-82.4874791,29.65818297,1.318524992,-1.012380072,-0.251774046,-1.391927491,0.436254781,-0.424528137,0.425534743,0,1,2739,1.18152858,8038,1.299126896,-0.602739953,-0.341751328,1,1.067139973,B2,0.298
8039,1,10857,10857,21813,-82.48730248,29.65824848,-0.482174075,-1.012380072,-0.251774046,-1.65124507,0.436254781,-0.424528137,0.730759155,0,1,2834,1.302224658,8039,-0.454923686,-0.602739953,-0.341751328,1,1.185037749,B2,0.324
8040,1,10858,10858,21814,-82.48713114,29.65832379,-0.482174075,-1.012380072,-0.251774046,-0.873292333,0.436254781,2.423497016,1.243100131,1,1,1912,0.124639649,8040,-0.454923686,-0.602739953,-0.341751328,1,0.034754684,B2,0.34
8041,1,10859,10859,21815,-82.48696761,29.6584102,1.318524992,-1.147258537,-0.251774046,-1.262268702,0.436254781,1.970504039,0.759828146,1,1,2683,1.110004979,8041,1.299126896,-0.730300126,-0.341751328,1,0.997274624,B2,0.376
8042,1,10860,10860,21816,-82.48680497,29.65850799,1.318524992,-1.05733956,-0.24853517,-1.002951123,0.436254781,1.39641393,0.727125531,1,1,2802,1.261992632,8042,1.299126896,-0.645260011,-0.339871547,1,1.14573849,B2,0.378
8043,1,10861,10861,21817,-82.48661109,29.65857736,1.318524992,-1.417015468,-0.24853517,-2.040221439,0.436254781,-0.424528137,0.956043839,0,1,2546,0.934388993,8043,1.299126896,-0.985420472,-0.339871547,1,0.825730241,B2,0.382
8044,1,10862,10862,21818,-82.48640037,29.65859494,-0.482174075,-1.506934445,-0.258251798,-2.299539018,0.436254781,0.804383504,0.650819428,1,1,2441,0.800920844,8044,-0.454923686,-1.070460587,-0.345510891,1,0.695356509,B2,0.352
8045,1,10863,10863,21819,-82.48620243,29.65858798,-0.482174075,-1.417015468,-0.261490674,-2.040221439,0.436254781,-0.424528137,0.879737736,0,1,2244,0.549311032,8045,-0.454923686,-0.985420472,-0.347390672,1,0.449580193,B2,0.352
