,OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST. JOHN'S,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Carol_Estates,Duck_Pond,EastGNV,EastMidtownEastA,Florida_Park,Gainesvilleish_Region,Golfview,HSBUI_2,Haile_Like,Hawthorne,Hickory_Forest,HighSpringsA,HighSpringsAGNV,HighSpringsAGNVSouth,HighSpringsB,High_Springs,High_Springs_Main,Highland,Jonesville,Kanapaha,Lincoln_Estates,Lugano,Metcalf,MidtownEast_A,MidtownEast_B,MidtownEast_C,Montery,Newnans_Lake,QuailCreek,Rural_North,Rural_South,San_Felasco,Sorrento,Split_Rock,Springtree,SummerCreek,Sweetwater,TC_Forest,Tioga,Tioga_A,Tioga_B,Turkey_Creek,Valwood,Waldo,WaldoRural,Westchester,WildsPlantation,swNewberry_A,swNewberry_B,landiness,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,sale_ratio,Assessment_Val
900,901,1,901,65754,0.46,2387,1.0,ST. JOHN'S,415000,2016,100,2387.0,1974,2025,0,-82.37394125999998,29.59682254,07144-092-000,0,466.0,0,8,50,0,0,2,4219,148200.03,2,14.0,24.0,HighSpringsA,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5687757096463064,True,0.92,12.895545856326283,398533.108402169,402752.108402169,0.9704870081979976,348531.0
901,902,1,902,65957,0.23,1393,1.0,ST. JOHN'S,320000,1999,100,1393.0,1999,2025,0,-82.3540414,29.61299394,07178-010-007,0,21.0,441,25,25,0,0,2,4722,148500.04,1,14.0,24.0,HighSpringsA,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.75,12.450293168290495,255325.16490022233,260047.16490022233,0.8126473903131948,267278.0
902,903,1,903,79952,0.23,896,0.5665645,GAINESVILLE,259000,1995,100,896.0,1946,2025,0,-82.33698329,29.66178902,09405-000-000,0,154.0,0,29,78,0,0,1,5500,324432.03,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.71,11.897542490077111,146905.1603813706,152405.1603813706,0.5884369126693846,214650.0
904,905,1,905,80175,0.19,1348,1.0,GAINESVILLE,324900,2000,100,1348.0,1978,2025,0,-82.33485602,29.66188536,09611-000-000,0,0.0,228,24,46,0,0,2,2478,324432.04,2,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6479725757234742,True,0.76,12.574402165824422,289063.64443988266,291541.64443988266,0.8973273143732923,273687.0
905,906,1,906,80270,0.17,930,1.0,GAINESVILLE,255000,2004,100,930.0,1947,2025,0,-82.33047428,29.66459181,09671-004-000,0,24.0,0,20,77,0,0,1,5543,324432.52,2,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5797649361736349,False,0.8,12.243356533742716,207597.53029482282,213140.53029482282,0.8358452168424424,211207.0
906,907,1,907,80302,0.16,881,1.0,GAINESVILLE,190000,1995,100,881.0,1937,2025,0,-82.33271028,29.66404478,09693-000-000,0,0.0,0,29,87,0,0,1,0,324432.04,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5456611163987152,True,0.71,12.147358555786889,188595.26744515565,188595.26744515565,0.9926066707639771,161500.0
907,908,1,908,80472,0.18,880,1.0,GAINESVILLE,188500,1999,100,880.0,1948,2025,0,-82.3285465,29.66333643,09805-000-000,0,64.0,0,25,76,0,0,1,1800,324432.04,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6138687559485545,True,0.75,12.21990785332249,202786.2714367092,204586.2714367092,1.0853383100090674,158425.0
908,909,1,909,80730,0.38,1776,1.0,GAINESVILLE,305200,1995,100,1776.0,1956,2025,0,-82.33545162,29.66802493,09947-004-000,0,208.0,368,29,68,0,0,2,5010,324432.07,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2959451514469484,True,0.71,12.752313253131584,345349.8544745362,350359.8544745362,1.1479680683962523,254410.00000000003
909,910,1,910,80735,0.37,1723,1.0,GAINESVILLE,286000,1995,100,1723.0,1957,2025,0,-82.33545499,29.66719994,09947-009-000,0,53.0,0,29,67,0,0,2,1030,324432.07,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2618413316720287,True,0.71,12.639653115055768,308554.29853457975,309584.29853457975,1.0824625822887404,242070.0
910,911,1,911,80740,0.53,1692,1.0,GAINESVILLE,370000,1999,100,1692.0,1906,2025,0,-82.33643456999998,29.66705285,09948-000-000,0,312.0,0,25,118,0,0,1,4537,324432.07,2,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8075024480707442,False,0.75,12.61648907443733,301489.0796530905,306026.0796530905,0.8270975125759202,309963.0
912,913,1,913,80863,0.26,600,1.0,GAINESVILLE,158000,1995,100,600.0,1928,2025,0,-82.32745747,29.66994797,10024-000-000,0,0.0,0,29,96,0,0,1,0,324432.02,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8866993141479121,False,0.71,11.720446963292176,123062.41729103762,123062.41729103762,0.7788760588040355,134300.0
916,917,1,917,81095,0.27,1020,1.0,GAINESVILLE,275000,2012,100,1020.0,1952,2025,0,-82.31801054,29.66853148,10181-000-000,0,180.0,0,12,72,0,0,1,10770,324433.02,2,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.920803133922832,True,0.88,12.276874305841755,214673.66264354775,225443.66264354775,0.8197951368856282,222980.0
918,919,1,919,81195,0.27,1446,1.0,GAINESVILLE,214000,1995,100,1446.0,1955,2025,0,-82.31801006,29.67128226,10246-035-000,0,168.0,0,29,69,0,0,2,3320,324433.02,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.920803133922832,True,0.71,12.331633653173823,226756.8672722805,230076.8672722805,1.0751255480013109,178580.0
919,920,1,920,81301,0.37,2420,1.1624432,GAINESVILLE,640000,1999,100,1290.0,1926,2025,0,-82.32100679,29.66109228,10317-000-000,930,470.0,0,25,98,0,0,2,13910,324433.03,2,5.0,12.0,Duck_Pond,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2618413316720287,True,0.75,13.030758711269678,456232.90344239905,470142.90344239905,0.7345982866287485,530090.0
920,921,1,921,81375,0.17,1284,1.0,GAINESVILLE,280000,1995,100,1144.0,1947,2025,0,-82.3175844,29.66129261,10388-000-000,0,140.0,0,29,77,0,0,1,2567,324433.03,1,5.0,12.0,Duck_Pond,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5797649361736349,True,0.71,12.448729932379067,254926.3432407461,257493.3432407461,0.9196190830026646,235433.0
921,922,1,922,81397,0.16,1004,1.0,GAINESVILLE,365000,2003,100,1004.0,1949,2025,0,-82.31710665999998,29.660305,10406-002-000,0,70.0,0,21,75,0,0,1,438,324433.04,2,5.0,12.0,Duck_Pond,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5456611163987152,True,0.79,12.392797513438866,241059.12478421078,241497.12478421078,0.6616359583129062,309812.0
922,923,1,923,81406,0.22,1367,1.0,GAINESVILLE,340000,1999,100,1367.0,1941,2025,0,-82.31721168999998,29.6620058,10415-000-000,0,20.0,0,25,83,0,0,1,4180,324433.04,2,5.0,12.0,Duck_Pond,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7502840350482334,True,0.75,12.53919698786857,279064.15702658944,283244.15702658944,0.8330710500782043,284820.0
924,925,1,925,81492,0.21,981,1.0,GAINESVILLE,248000,1995,100,981.0,1949,2025,0,-82.31059501999998,29.66027031,10497-000-000,0,0.0,0,29,75,0,0,1,96,324433.04,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7161802152733137,True,0.71,12.034023071497405,168387.4867799958,168483.4867799958,0.6793688983064347,210703.99999999997
925,926,1,926,81552,0.25,1254,1.0,GAINESVILLE,278600,2006,100,918.0,1948,2025,0,-82.31385679999998,29.66444019,10523-001-000,0,380.0,0,18,76,0,0,2,3436,324433.02,2,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.8200000000000001,12.37057698757616,235761.73759640526,239197.73759640526,0.858570486706408,233374.0
927,928,1,928,81590,0.24,1415,1.0,GAINESVILLE,235000,1995,100,1415.0,1958,2025,0,-82.31100411,29.66582208,10572-006-000,0,40.0,0,29,66,0,0,3,4883,324433.02,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8184916745980727,True,0.71,12.343801861528462,229532.94778881504,234415.94778881504,0.9975146714417661,194867.0
928,929,1,929,81632,0.26,1422,1.0,GAINESVILLE,279900,2000,100,1232.0,1957,2025,0,-82.30958090999998,29.66568764,10573-029-000,0,214.0,0,24,67,0,0,2,2680,324433.02,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8866993141479121,True,0.76,12.377622925518939,237428.76616203852,240108.76616203852,0.8578376783209665,235234.99999999997
929,930,1,930,81649,0.27,1232,1.0,GAINESVILLE,335000,2010,100,1232.0,1957,2025,0,-82.30994491,29.66514089,10573-050-000,0,274.0,0,14,67,0,0,2,538,324433.02,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.920803133922832,True,0.86,12.40444784902671,243883.96771720427,244421.96771720427,0.7296178140812067,284212.0
933,934,1,934,81725,0.22,1436,1.0,GAINESVILLE,270000,1995,100,1436.0,1958,2025,0,-82.30784631999998,29.66371191,10575-022-000,0,56.0,0,29,66,0,0,2,6018,324433.02,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7502840350482334,True,0.71,12.308343757892581,221536.74755562493,227554.74755562493,0.8427953613171294,223482.0
934,935,1,935,81726,0.23,1053,1.0,GAINESVILLE,275000,1997,100,1053.0,1958,2025,0,-82.30784615999998,29.66347174,10575-023-000,0,0.0,0,27,66,0,0,1,2660,324433.02,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.73,12.103372486253802,180479.5016885444,183139.5016885444,0.6659618243219797,231089.99999999997
935,936,1,936,81784,0.25,918,1.0,GAINESVILLE,280000,2010,100,918.0,1948,2025,0,-82.31324091,29.66099812,10600-057-000,0,252.0,0,14,76,0,0,1,538,324433.04,2,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.86,12.194693773918473,197737.12457824024,198275.12457824024,0.7081254449222866,237461.99999999997
936,937,1,937,97534,0.23,1620,1.0,ST. JOHN'S,224900,2003,100,1620.0,1961,2025,0,-82.24426006999998,29.67558945,17743-021-000,0,0.0,0,21,63,0,0,2,1210,314530.01,2,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,False,0.79,12.144491310296717,188055.2930046771,189265.2930046771,0.8415531036223971,189955.0
937,938,1,938,97809,0.9,1396,0.1331291,ST. JOHN'S,65000,1964,100,976.0,1900,2025,0,-82.18565538,29.64873927,17804-001-000,420,0.0,0,30,124,0,0,1,1938,315500.4,2,39.0,52.0,WaldoRural,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.069343779742773,False,0.7,11.269435943587439,78388.76900482771,80326.76900482771,1.2357964462281188,53312.0
939,940,1,940,98113,0.23,936,1.0,ST. JOHN'S,176000,1995,100,936.0,1963,2025,0,-82.24397654,29.64837091,17905-036-000,0,88.0,200,29,61,0,0,1,1737,315506.01,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.71,11.860884334266668,141617.40003091152,143354.40003091152,0.81451363653927,147863.0
940,941,1,941,98124,0.3,936,1.0,ST. JOHN'S,219000,1995,100,936.0,1963,2025,0,-82.24342563,29.64836994,17905-048-000,0,88.0,200,29,61,0,0,1,482,315506.01,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.023114593247591,True,0.71,11.8796293430207,144297.05605876664,144779.05605876664,0.6610915801770166,185668.0
941,942,1,942,98171,0.25,600,1.0,ST. JOHN'S,155000,2007,100,600.0,1936,2025,0,-82.24014432,29.64866484,17940-046-000,0,169.0,0,17,88,0,0,2,1408,315506.12,2,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.83,11.711609822026311,121979.68848492965,123387.68848492965,0.7960496031285784,130341.99999999999
942,943,1,943,98175,0.23,1450,1.0,ST. JOHN'S,140000,1995,100,1114.0,1964,2025,0,-82.24018427,29.64942523,17940-050-000,0,402.0,0,29,60,0,0,1,534,315506.12,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.71,12.034429420953805,168455.92484765744,168989.92484765744,1.2070708917689816,118466.0
943,944,1,944,98209,0.19,1156,1.0,ST. JOHN'S,167200,1998,100,956.0,1959,2025,0,-82.24153289999998,29.64760702,17940-107-000,0,200.0,0,26,65,0,0,1,4500,315506.12,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6479725757234742,True,0.74,11.92541845994491,151057.89606267444,155557.89606267444,0.9303701917624069,137620.0
945,946,1,946,98224,0.36,1144,1.0,ST. JOHN'S,160000,1997,100,1144.0,1997,2025,0,-82.24189803,29.6498818,17940-134-000,0,264.0,0,27,27,0,0,2,5420,315506.12,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.227737511897109,True,0.73,11.99361096649371,161718.26034510857,167138.26034510857,1.0446141271569287,130579.99999999999
946,947,1,947,98259,0.51,2113,1.0,ST. JOHN'S,272300,1995,100,2113.0,1958,2025,0,-82.23938862,29.64675498,17941-009-000,0,0.0,0,29,66,0,0,3,6230,315506.12,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.7392948085209048,True,0.71,12.352440882998714,231524.47790250918,237754.47790250918,0.8731343294253,225224.99999999997
948,949,1,949,99187,0.92,1864,1.0,ST. JOHN'S,269700,1995,100,1664.0,1993,2025,0,-82.15764462,29.48587375,18354-038-023,0,616.0,0,29,31,0,0,2,31753,216500.0,1,45.0,59.0,Rural_South,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.137551419292613,True,0.71,12.42087517965756,247923.41814517838,279676.41814517835,1.0369907977203499,197492.0
949,950,1,950,99912,0.93,1140,1.0,SUWANNEE,160000,1995,100,1140.0,1950,2025,0,-82.14384228,29.76912413,18422-010-000,0,15.0,0,29,74,0,1,1,560,313630.2,1,39.0,52.0,WaldoRural,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.1716552390675323,False,0.71,12.275342372075775,214345.0485828318,214905.0485828318,1.3431565536426988,135440.0
953,954,1,954,100221,0.43,1512,1.0,SUWANNEE,335000,1995,100,1292.0,1975,2025,0,-82.1010772,29.74607027,18478-029-000,0,394.0,0,29,49,0,0,2,9302,313633.03,1,39.0,52.0,WaldoRural,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.466464250321547,True,0.71,12.485996297934776,264605.7596827999,273907.7596827999,0.8176351035307461,275448.0
961,962,1,962,18082,0.25,1554,1.0,SUWANNEE,294000,1995,100,1554.0,1983,2025,0,-82.45607167999998,29.68682285,04210-001-026,0,20.0,528,29,41,0,0,2,9152,154225.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.71,12.47714188534992,262273.17319547944,271425.17319547944,0.9232148748145559,240748.0
962,963,1,963,18122,0.2,1661,1.0,SUWANNEE,300000,1995,100,1661.0,1985,2025,0,-82.45712511,29.68762087,04210-001-066,0,104.0,485,29,39,0,0,2,4752,154225.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6820763954983939,True,0.71,12.504792587856139,269626.40317655343,274378.40317655343,0.9145946772551781,250248.0
963,964,1,964,18139,0.21,1881,1.0,SUWANNEE,321000,1995,100,1436.0,1986,2025,0,-82.45950962,29.68704258,04210-001-083,0,530.0,0,29,38,0,0,2,6340,154225.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7161802152733137,True,0.71,12.49360924280938,266627.87610891357,272967.87610891357,0.8503672152925656,266510.0
964,965,1,965,18158,0.2,1496,1.0,SUWANNEE,315000,1997,100,1496.0,1986,2025,0,-82.45901773999998,29.68618437,04210-002-002,0,30.0,440,27,38,0,0,2,4496,154225.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6820763954983939,True,0.73,12.462401222131628,258435.44747981775,262931.4474798178,0.8347030078724375,263254.0
965,966,1,966,18161,0.2,1385,1.0,SUWANNEE,281000,1995,100,1385.0,1988,2025,0,-82.45901248,29.68693018,04210-002-005,0,303.0,492,29,36,0,0,2,2856,154225.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6820763954983939,True,0.71,12.408013522787195,244755.13059981345,247611.13059981345,0.8811784007110799,235994.0
966,967,1,967,18233,0.21,1500,1.0,SUWANNEE,318500,1995,100,1500.0,1989,2025,0,-82.45826370999998,29.68307464,04211-010-053,0,192.0,483,29,35,0,0,2,4800,154225.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7161802152733137,True,0.71,12.45381221986384,256225.25011776257,261025.25011776257,0.81954552627241,265925.0
967,968,1,968,18240,0.21,1838,1.0,SUWANNEE,298000,1995,100,1598.0,1988,2025,0,-82.45909089,29.68265212,04211-010-060,0,330.0,0,29,36,0,0,2,312,154225.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7161802152733137,True,0.71,12.47849579202236,262628.5070848536,262940.5070848536,0.8823506949156161,252988.0
